NoAffS,VL,VC,Time,Result
2,1370,5044,6.75,1
2,2162,7756,7.41,1
2,1370,5044,7.08,1
2,1370,5044,7.15,1
2,2162,7756,7.72,1
2,1370,5044,6.95,1
2,2162,7756,7.82,1
2,2162,7756,7.56,1
2,2162,7756,7.69,1
2,1370,5044,7.04,1
2,2162,7756,7.72,1
2,2162,7756,7.43,1
2,2162,7756,7.63,1
2,2162,7756,7.66,1
2,1370,5044,6.86,1
2,2162,7756,7.52,1
2,2162,7756,7.55,1
2,2162,7756,7.84,1
2,2162,7756,7.71,1
2,2162,7756,7.74,1
2,2162,7756,7.59,1
2,2162,7756,7.7,1
2,1370,5044,7.01,1
2,1370,5044,6.9,1
2,2162,7756,7.47,1
2,1370,5044,6.93,1
2,2162,7756,7.49,1
2,2162,7756,7.63,1
2,2162,7756,7.64,1
2,2162,7756,7.69,1
