NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL,TimPreAdj,TimTran
555,766,640,896.43,0,,,26,24606,3132,1145.0,39,2230,28510,44.04,1.5,490,18.85,0.543,0.412,0.353,902,8208,3524,563.645,215363,9733,1.25,223,32,751,564.193,5.624
930,1264,1168,895.97,0,,,40,68917,11114,2060.0,60,6121,81471,51.5,1.5,830,20.75,0.886,0.68,0.645,4915,33099,12497,535.97,62090,69620,1.85,223,22,1394,536.997,7.957
695,571,472,895.71,0,,,41,108200,22351,7181.0,73,7217,131090,175.15,1.78,581,14.17,0.171,0.307,0.26,501,6949,1274,700.316,105560,1594,0.14,223,30,501,701.703,13.13
695,571,472,895.45,0,,,41,108200,22351,7181.0,73,7217,131090,175.15,1.78,581,14.17,0.171,0.307,0.26,501,6949,1274,699.003,233457,1594,0.14,223,30,501,700.395,13.789
930,1264,1168,895.69,0,,,40,68917,11114,2060.0,60,6121,81471,51.5,1.5,830,20.75,0.886,0.68,0.645,4915,33099,12497,539.991,62090,69620,1.85,223,22,1394,540.857,8.404
738,871,766,895.4,0,,,29,74015,12848,1304.0,51,6409,88016,44.97,1.76,658,22.69,0.629,0.469,0.423,2679,32508,12150,454.526,149253,46988,1.6,223,23,913,455.514,9.311
700,781,646,895.61,0,,,32,49873,8380,1904.0,52,4700,59128,59.5,1.63,616,19.25,0.571,0.42,0.357,918,25906,10337,491.06,187419,30115,1.4,223,20,769,491.919,9.528
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,1264,1168,895.99,0,,,40,68917,11114,2060.0,60,6121,81471,51.5,1.5,830,20.75,0.886,0.68,0.645,4915,33099,12497,538.01,62521,69620,1.85,223,22,1394,538.988,8.23
1165,1136,1122,895.65,0,,,53,59697,8291,2935.0,82,5865,69880,55.38,1.55,1030,19.43,0.743,0.611,0.619,4046,35720,15089,420.438,146270,151257,2.11,223,26,1303,421.212,7.102
457,941,876,895.64,0,,,27,64425,12669,1230.0,45,4269,77548,45.56,1.67,385,14.26,0.657,0.506,0.483,1721,17601,7816,516.466,244282,24798,1.36,223,25,1024,517.488,8.801
404,872,766,895.87,0,,,22,37429,6705,848.0,42,3004,44571,38.55,1.91,340,15.45,0.629,0.469,0.423,1807,11309,5958,568.409,232724,14700,1.2,223,23,915,569.185,7.371
719,571,472,895.73,0,,,45,13262,1165,8019.0,72,1950,15108,178.2,1.6,602,13.38,0.171,0.307,0.26,501,4648,1203,711.411,116110,1434,0.3,223,49,501,711.805,5.058
719,571,472,895.19,0,,,45,13262,1165,8019.0,72,1950,15108,178.2,1.6,602,13.38,0.171,0.307,0.26,501,4648,1203,714.24,36956,1434,0.3,223,49,501,714.637,4.965
1165,408,472,896.74,0,,,53,56232,7722,2935.0,82,5599,65675,55.38,1.55,1030,19.43,0.143,0.219,0.26,495,30306,11307,421.648,125861,87027,1.97,223,27,495,422.374,7.414
555,1099,1090,895.53,0,,,28,62148,10680,1361.0,35,5585,73870,48.61,1.25,492,17.57,0.686,0.591,0.602,2691,18969,4961,612.072,210463,15429,1.13,223,23,1256,612.951,9.466
555,766,640,896.13,0,,,26,24606,3132,1145.0,39,2230,28510,44.04,1.5,490,18.85,0.543,0.412,0.353,902,8208,3524,568.277,222706,9733,1.25,223,32,751,568.789,5.796
