NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
1008,62,0,30.41,0,,,24
7258,695,354,30.33,0,,,176
7739,664,338,30.37,0,,,184
7259,701,358,30.35,0,,,178
824,732,416,30.35,0,,,35
899,890,532,30.35,0,,,33
899,580,342,30.35,0,,,33
575,701,400,30.33,0,,,34
866,62,0,30.75,0,,,49
866,62,0,31.27,0,,,49
1008,821,500,30.34,0,,,24
3510,741,414,30.36,0,,,37
1952,813,472,30.35,0,,,153
836,829,504,30.35,0,,,32
327,62,0,30.82,0,,,17
3127,236,104,30.34,0,,,100
1598,802,464,30.34,0,,,114
1008,592,356,30.34,0,,,24
1217,618,374,30.35,0,,,29
316,1021,600,30.37,0,,,58
924,392,188,30.74,0,,,71
252,932,548,30.36,0,,,16
263,1026,604,30.34,0,,,50
1451,799,456,30.33,0,,,105
804,445,208,30.33,0,,,33
836,618,374,30.36,0,,,32
1008,829,504,30.32,0,,,24
7259,701,358,30.34,0,,,178
824,738,418,30.42,0,,,35
746,964,564,30.37,0,,,19
