NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
2987,769,450,30.34,0,,,60
952,1039,602,30.33,0,,,19
751,691,402,30.34,0,,,17
1012,1011,586,30.32,0,,,20
751,839,478,30.36,0,,,18
310,933,554,30.31,0,,,7
1012,237,106,30.36,0,,,20
4142,591,308,30.34,0,,,21
4366,640,344,30.38,0,,,41
4366,640,344,30.35,0,,,41
4401,591,308,30.36,0,,,22
751,685,400,30.17,0,,,17
5863,850,482,30.33,0,,,52
310,788,482,30.35,0,,,7
751,697,404,30.37,0,,,17
240,89,2,30.65,0,,,5
254,577,344,30.36,0,,,5
247,900,540,30.33,0,,,6
297,845,494,30.39,0,,,5
932,772,470,30.33,0,,,16
2197,65,0,30.43,0,,,36
247,931,554,30.35,0,,,6
891,959,566,30.33,0,,,17
4401,591,308,30.31,0,,,22
751,697,404,30.36,0,,,17
4401,591,308,30.32,0,,,22
1012,981,578,30.34,0,,,20
932,878,520,30.35,0,,,16
751,65,0,30.49,0,,,17
4142,591,308,30.35,0,,,21
