NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
530,61,0,30.49,0,,,13
2170,800,438,30.37,0,,,24
489,954,556,30.33,0,,,12
489,911,536,30.33,0,,,12
1815,668,378,30.3,0,,,13
5307,510,236,30.35,0,,,47
5124,561,280,30.32,0,,,21
5102,386,176,30.37,0,,,45
1008,669,378,30.36,0,,,22
2159,613,354,30.34,0,,,14
993,669,378,30.37,0,,,21
2170,800,438,30.54,0,,,24
549,898,524,30.41,0,,,11
1507,510,274,30.35,0,,,30
2170,806,440,30.34,0,,,24
1468,754,432,30.38,0,,,30
2342,888,510,30.34,0,,,40
530,532,320,30.33,0,,,13
2170,806,440,30.32,0,,,24
4892,775,428,30.35,0,,,36
1507,575,300,30.31,0,,,30
2159,693,380,30.38,0,,,14
4238,595,296,30.37,0,,,19
1433,720,422,30.36,0,,,29
489,961,558,30.36,0,,,12
418,477,288,30.35,0,,,11
1371,720,422,30.35,0,,,28
549,814,480,30.31,0,,,11
4681,561,280,30.35,0,,,20
530,907,534,30.34,0,,,13
