NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
611,1010,572,30.35,0,,,24
1146,765,428,30.33,0,,,42
290,968,546,30.4,0,,,6
611,562,272,30.33,0,,,23
5984,835,424,30.33,0,,,67
611,839,472,30.34,0,,,23
935,90,2,30.27,0,,,28
448,968,546,30.33,0,,,11
3091,928,522,30.38,0,,,100
611,90,2,30.43,0,,,23
588,260,94,30.27,0,,,14
290,970,548,30.34,0,,,6
816,260,94,30.42,0,,,25
1167,601,332,30.35,0,,,33
613,748,418,30.35,0,,,15
576,981,558,30.36,0,,,22
786,603,338,30.36,0,,,24
576,90,2,30.37,0,,,22
1173,136,10,30.35,0,,,44
290,970,548,30.35,0,,,6
576,967,554,30.37,0,,,22
1146,807,450,30.36,0,,,42
308,177,48,30.33,0,,,7
611,90,2,30.38,0,,,23
544,757,420,30.34,0,,,13
696,660,366,30.37,0,,,36
4743,849,454,30.35,0,,,22
1193,604,336,30.33,0,,,34
611,1009,572,30.37,0,,,23
4743,849,454,30.35,0,,,22
