NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
9024,906,536,900.33,0,,,196
39559,1033,588,900.3,0,,,938
,,,,,,,
,,,,,,,
,,,,,,,
15866,639,322,900.27,0,,,494
,,,,,,,
,,,,,,,
,,,,,,,
15854,386,178,900.23,0,,,482
,,,,,,,
,,,,,,,
,,,,,,,
15037,627,330,903.63,0,,,232
,,,,,,,
39255,1033,588,900.31,0,,,926
,,,,,,,
15153,869,466,900.26,0,,,472
39469,1005,574,900.27,0,,,933
,,,,,,,
14214,304,138,901.2,0,,,427
33712,999,566,900.52,0,,,523
,,,,,,,
,,,,,,,
39148,1022,578,900.26,0,,,921
,,,,,,,
,,,,,,,
,,,,,,,
11961,973,572,900.34,0,,,241
,,,,,,,
