NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
36354,956,564,900.35,0,,,181
,,,,,,,
,,,,,,,
15637,66,0,906.23,0,,,202
,,,,,,,
23107,818,476,900.28,0,,,424
,,,,,,,
30190,913,540,900.28,0,,,135
,,,,,,,
30341,913,540,900.28,0,,,136
68924,564,300,900.26,0,,,400
33273,953,552,900.34,0,,,520
30341,913,540,900.28,0,,,136
49091,891,518,900.28,0,,,370
,,,,,,,
,,,,,,,
,,,,,,,
35873,690,364,900.28,0,,,192
30190,913,540,902.09,0,,,135
15528,66,0,903.88,0,,,201
36258,690,364,900.29,0,,,192
30341,927,550,900.28,0,,,137
40663,728,424,900.25,0,,,194
30190,913,540,900.24,0,,,135
36354,956,564,900.3,0,,,181
,,,,,,,
30190,913,540,900.31,0,,,135
31651,926,540,900.29,0,,,473
,,,,,,,
,,,,,,,
