NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
6918,538,256,30.36,0,,,64
265,695,410,30.35,0,,,5
437,1025,598,30.37,0,,,11
919,873,530,30.32,0,,,17
210,533,318,30.34,0,,,5
2424,762,446,30.35,0,,,40
210,729,424,30.33,0,,,5
3729,519,270,30.35,0,,,19
180,801,478,30.37,0,,,4
3729,519,270,30.34,0,,,19
6197,494,248,30.33,0,,,95
2368,813,486,30.33,0,,,44
3729,519,270,30.34,0,,,19
5934,304,136,30.35,0,,,91
855,873,530,30.38,0,,,16
180,843,498,30.35,0,,,4
855,907,544,30.38,0,,,16
5987,353,164,30.35,0,,,68
3729,519,270,30.34,0,,,19
919,66,0,30.35,0,,,17
5502,538,256,30.3,0,,,65
3729,519,270,30.35,0,,,19
8862,495,246,30.33,0,,,65
3729,519,270,30.33,0,,,19
7081,428,210,30.33,0,,,65
2196,571,342,30.28,0,,,41
3729,519,270,30.32,0,,,19
3227,66,0,30.36,0,,,43
437,918,550,30.44,0,,,10
265,66,0,30.81,0,,,5
