NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
29,551,200,30.06,0,,,5
29,551,200,30.03,0,,,5
29,551,200,30.13,0,,,5
29,551,200,30.1,0,,,5
29,551,200,29.9,0,,,5
29,550,200,30.1,0,,,5
29,550,200,29.9,0,,,5
29,550,200,30.03,0,,,5
29,550,200,29.97,0,,,5
29,551,200,30.14,0,,,5
29,550,200,29.82,0,,,5
29,550,200,30.0,0,,,5
29,550,200,30.15,0,,,5
29,550,200,30.05,0,,,5
29,551,200,30.12,0,,,5
29,550,200,30.05,0,,,5
29,551,200,30.1,0,,,5
29,550,200,30.07,0,,,5
29,550,200,30.05,0,,,5
29,550,200,29.97,0,,,5
29,550,200,30.15,0,,,5
29,551,200,29.95,0,,,5
29,550,200,30.1,0,,,5
29,550,200,30.1,0,,,5
29,550,200,29.97,0,,,5
29,551,200,30.04,0,,,5
29,550,200,30.11,0,,,5
29,551,200,29.8,0,,,5
29,551,200,29.77,0,,,5
29,551,200,29.77,0,,,5
