NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
43,507,170,25.87,1,,,6
43,507,170,27.16,1,,,6
43,507,170,26.19,1,,,6
43,507,170,27.21,1,,,6
43,507,170,25.61,1,,,6
43,507,170,25.94,1,,,6
43,507,170,26.71,1,,,6
43,507,170,26.72,1,,,6
43,507,170,25.8,1,,,6
43,507,170,26.78,1,,,6
43,507,170,25.74,1,,,6
43,507,170,24.9,1,,,6
43,507,170,25.52,1,,,6
43,507,170,26.14,1,,,6
43,507,170,22.72,1,,,6
43,507,170,23.75,1,,,6
43,507,170,23.61,1,,,6
43,507,170,22.36,1,,,6
43,507,170,24.64,1,,,6
43,507,170,23.53,1,,,6
43,507,170,24.89,1,,,6
43,507,170,24.67,1,,,6
43,507,170,24.1,1,,,6
43,507,170,23.1,1,,,6
43,507,170,23.17,1,,,6
43,507,170,23.68,1,,,6
43,507,170,23.52,1,,,6
43,507,170,23.33,1,,,6
43,507,170,24.54,1,,,6
43,507,170,23.85,1,,,6
