NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
23,573,212,29.99,0,,,5
23,572,212,29.96,0,,,5
23,572,212,30.03,0,,,5
23,573,212,30.08,0,,,5
23,572,212,29.89,0,,,5
23,573,212,29.96,0,,,5
23,573,212,30.03,0,,,5
23,572,212,29.96,0,,,5
23,572,212,30.09,0,,,5
23,572,212,30.12,0,,,5
23,573,212,30.07,0,,,5
23,572,212,30.02,0,,,5
23,572,212,30.05,0,,,5
23,573,212,30.06,0,,,5
23,572,212,29.98,0,,,5
23,573,212,30.03,0,,,5
23,573,212,30.02,0,,,5
23,572,212,30.09,0,,,5
23,572,212,30.09,0,,,5
23,572,212,30.04,0,,,5
23,572,212,30.12,0,,,5
23,573,212,30.14,0,,,5
23,572,212,30.09,0,,,5
23,572,212,30.07,0,,,5
23,573,212,30.04,0,,,5
23,573,212,30.06,0,,,5
23,573,212,30.12,0,,,5
23,573,212,30.11,0,,,5
23,572,212,30.07,0,,,5
23,573,212,30.08,0,,,5
