NoAffS,VL,VC,Time,Result
15,1531,5352,30.33,0
7,4764,15642,30.34,0
7,4764,15642,30.36,0
15,1531,5352,30.35,0
7,4764,15642,30.43,0
7,4764,15642,30.33,0
15,1531,5352,30.39,0
7,4764,15642,30.8,0
7,4764,15642,30.36,0
7,4764,15642,30.35,0
34,4764,15642,30.44,0
34,4764,15642,30.44,0
7,4764,15642,30.85,0
34,4764,15642,30.39,0
34,4764,15642,30.48,0
7,4764,15642,30.36,0
15,1531,5352,30.33,0
7,4764,15642,30.35,0
7,4764,15642,30.45,0
7,4764,15642,30.39,0
7,4764,15642,30.39,0
7,4764,15642,30.4,0
34,4764,15642,30.47,0
34,4764,15642,30.4,0
15,1531,5352,30.35,0
7,4764,15642,30.44,0
15,1531,5352,30.51,0
34,4764,15642,30.43,0
7,4764,15642,30.33,0
34,4764,15642,30.41,0
