NoAffS,VL,VC,Time,Result
14,4764,15642,30.35,0
7,1531,5352,30.34,0
34,4764,15642,30.42,0
14,4764,15642,30.44,0
14,4764,15642,30.39,0
14,4764,15642,30.4,0
7,1531,5352,30.39,0
7,1531,5352,30.42,0
7,1531,5352,30.39,0
14,4764,15642,30.38,0
7,1531,5352,30.39,0
14,4764,15642,30.42,0
7,1531,5352,30.39,0
7,1531,5352,30.4,0
7,1531,5352,30.38,0
7,1531,5352,30.36,0
7,1531,5352,30.4,0
34,4764,15642,30.39,0
7,1531,5352,30.39,0
7,1531,5352,30.39,0
14,4764,15642,30.38,0
7,1531,5352,30.39,0
14,4764,15642,30.38,0
14,4764,15642,30.42,0
7,1531,5352,30.38,0
7,1531,5352,30.34,0
7,1531,5352,30.35,0
14,4764,15642,30.33,0
14,4764,15642,30.42,0
7,1531,5352,30.39,0
