NoAffS,VL,VC,Time,Result
14,4764,15642,30.49,0
34,4764,15642,30.46,0
15,1531,5352,30.42,0
15,1531,5352,30.5,0
14,4764,15642,31.2,0
14,4764,15642,30.47,0
14,4764,15642,30.47,0
14,4764,15642,30.73,0
14,4764,15642,30.48,0
14,4764,15642,30.46,0
15,1531,5352,30.41,0
14,4764,15642,30.42,0
14,4764,15642,30.39,0
14,4764,15642,30.5,0
14,4764,15642,30.4,0
15,1531,5352,30.41,0
15,1531,5352,30.4,0
14,4764,15642,30.48,0
15,1531,5352,30.39,0
14,4764,15642,30.49,0
14,4764,15642,30.44,0
14,4764,15642,30.46,0
15,1531,5352,30.35,0
14,4764,15642,30.42,0
14,4764,15642,30.42,0
14,4764,15642,30.42,0
14,4764,15642,30.47,0
14,4764,15642,31.24,0
14,4764,15642,30.5,0
34,4764,15642,30.5,0
