NoAffS,VL,VC,Time,Result
15,1531,5352,30.41,0
15,1531,5352,30.43,0
15,1531,5352,30.42,0
14,4764,15642,30.34,0
23,4764,15642,30.4,0
23,4764,15642,30.35,0
23,4388,14386,30.38,0
14,4764,15642,30.36,0
15,1531,5352,30.43,0
15,1531,5352,30.43,0
23,4764,15642,30.36,0
15,1531,5352,30.39,0
34,4764,15642,30.43,0
23,4764,15642,30.33,0
14,4764,15642,30.32,0
23,4764,15642,30.36,0
15,1531,5352,30.43,0
23,4764,15642,30.35,0
15,1531,5352,30.39,0
15,1531,5352,30.43,0
34,4764,15642,30.37,0
15,1531,5352,30.44,0
23,4764,15642,30.33,0
14,4764,15642,30.32,0
23,4764,15642,30.46,0
15,1531,5352,30.44,0
14,4764,15642,30.36,0
23,4764,15642,30.37,0
23,1980,8052,30.29,0
15,1531,5352,30.39,0
