NoAffS,VL,VC,Time,Result
7,4764,15642,30.42,0
7,4764,15642,30.41,0
7,1531,5352,30.4,0
7,4764,15642,30.43,0
7,4764,15642,30.4,0
34,4764,15642,30.38,0
7,4764,15642,30.41,0
7,4764,15642,30.41,0
34,4764,15642,30.42,0
7,1531,5352,30.41,0
7,4764,15642,30.41,0
7,4764,15642,30.43,0
34,4764,15642,30.43,0
34,4764,15642,30.44,0
7,4764,15642,30.42,0
7,4764,15642,30.4,0
7,4764,15642,30.38,0
7,4764,15642,30.41,0
7,4764,15642,30.41,0
7,1531,5352,30.43,0
7,1531,5352,30.4,0
7,1531,5352,30.39,0
34,4764,15642,30.39,0
7,4764,15642,30.41,0
7,1531,5352,30.42,0
7,4764,15642,30.41,0
7,4764,15642,30.41,0
7,4764,15642,30.42,0
7,1531,5352,30.42,0
7,4764,15642,30.41,0
