NoAffS,VL,VC,Time,Result
15,1531,5352,30.41,0
7,4764,15642,30.31,0
34,4764,15642,30.36,0
7,4764,15642,30.34,0
34,4764,15642,30.41,0
14,4764,15642,30.37,0
14,4764,15642,30.35,0
7,4764,15642,30.35,0
14,4764,15642,30.35,0
14,4764,15642,30.37,0
7,4764,15642,30.39,0
34,4764,15642,30.43,0
7,4764,15642,30.4,0
15,1531,5352,30.38,0
7,4764,15642,30.34,0
14,4764,15642,30.39,0
14,4764,15642,30.39,0
15,1531,5352,30.37,0
14,4764,15642,30.32,0
14,4764,15642,30.33,0
34,4764,15642,30.41,0
14,4764,15642,30.38,0
34,4764,15642,30.41,0
7,4764,15642,30.39,0
15,1531,5352,30.38,0
7,4764,15642,30.33,0
15,1531,5352,30.41,0
15,1531,5352,30.41,0
7,4764,15642,30.33,0
14,4764,15642,30.35,0
