NoAffS,VL,VC,Time,Result
14,4764,15642,30.4,0
23,4764,15642,30.37,0
7,1531,5352,30.44,0
7,1531,5352,30.42,0
23,4764,15642,30.38,0
23,4764,15642,30.37,0
14,4764,15642,30.39,0
23,4764,15642,30.42,0
7,1531,5352,30.45,0
34,4764,15642,30.39,0
7,1531,5352,30.43,0
34,4764,15642,30.39,0
14,4764,15642,30.4,0
7,1531,5352,30.41,0
23,4764,15642,30.42,0
14,4764,15642,30.43,0
14,4764,15642,30.34,0
23,4764,15642,30.37,0
23,4764,15642,30.4,0
7,1531,5352,30.39,0
7,1531,5352,30.46,0
7,1531,5352,30.41,0
7,1531,5352,30.46,0
7,1531,5352,30.45,0
14,4764,15642,30.41,0
34,4764,15642,30.38,0
7,1531,5352,30.46,0
23,4764,15642,30.4,0
23,4764,15642,30.39,0
14,4764,15642,30.41,0
