NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL,TimPreAdj,TimTran
1685,131,42,18.18,1,,,46,34285,1916,4847.0,79,11170,38774,105.37,1.72,1560,33.91,0.649,0.297,0.568,1238,72661,36298,12.701,3916,17352,0.41,41,13,173,13.167,2.253
2004,133,42,22.81,1,,,95,113629,7553,4366.0,76,36106,128253,45.96,0.8,1833,19.29,0.649,0.302,0.568,7243,191232,51029,16.046,5873,24245,0.32,86,31,175,16.845,3.142
1795,133,42,16.5,1,,,55,56433,3601,3073.0,39,18352,64799,55.87,0.71,1701,30.93,0.649,0.302,0.568,3156,120714,24960,11.121,4219,14484,0.38,59,15,175,11.755,2.368
1685,131,42,16.91,1,,,46,34285,1916,4847.0,79,11170,38774,105.37,1.72,1560,33.91,0.649,0.297,0.568,1238,72661,36298,11.506,3916,17350,0.41,41,13,173,11.92,2.276
1685,131,42,17.16,1,,,46,34285,1916,4847.0,79,11170,38774,105.37,1.72,1560,33.91,0.649,0.297,0.568,1238,72661,36298,11.997,3916,17350,0.41,41,13,173,12.344,2.109
1471,133,42,12.26,1,,,72,29764,1763,3076.0,87,9727,33282,42.72,1.21,1312,18.22,0.649,0.302,0.568,4687,54764,19229,8.213,4469,12403,0.43,19,6,175,8.537,1.79
1822,133,42,18.58,1,,,83,58640,3431,3968.0,70,18999,66470,47.81,0.84,1669,20.11,0.649,0.302,0.568,7031,111790,41316,13.353,5786,21152,0.4,53,12,175,13.779,2.445
1992,133,42,19.36,1,,,89,77452,5087,4336.0,108,24987,86380,48.72,1.21,1795,20.17,0.649,0.302,0.568,6606,129428,42774,13.347,6029,22601,0.37,28,9,175,13.985,2.813
1471,133,42,12.23,1,,,72,29764,1763,3076.0,87,9727,33282,42.72,1.21,1312,18.22,0.649,0.302,0.568,4687,54764,19229,8.11,4469,12380,0.43,19,6,175,8.462,1.908
1685,131,42,18.15,1,,,46,34285,1916,4847.0,79,11170,38774,105.37,1.72,1560,33.91,0.649,0.297,0.568,1238,72661,36298,12.372,3916,17326,0.41,41,13,173,12.798,2.482
1421,133,42,10.53,1,,,66,24655,1422,2713.0,86,8009,27606,41.11,1.3,1269,19.23,0.649,0.302,0.568,3881,44539,17031,6.828,4863,11771,0.49,16,5,175,7.169,1.643
3911,133,42,41.47,1,,,143,248999,15197,8524.0,68,82273,286182,59.61,0.48,3700,25.87,0.649,0.302,0.568,7393,579388,87547,30.565,6492,34774,0.26,119,37,175,31.793,5.277
3650,133,42,52.5,1,,,118,302954,18238,6964.0,91,100705,345647,59.02,0.77,3441,29.16,0.649,0.302,0.568,7393,752318,118277,40.812,7495,44553,0.24,97,44,175,42.418,5.655
2022,133,42,20.43,1,,,92,77806,5117,4435.0,111,25122,86767,48.21,1.21,1819,19.77,0.649,0.302,0.568,6606,129716,42776,14.141,6029,22514,0.37,28,9,175,14.826,2.756
3911,133,42,40.87,1,,,143,248999,15197,8524.0,68,82273,286182,59.61,0.48,3700,25.87,0.649,0.302,0.568,7393,579388,87547,30.211,6492,34774,0.26,119,37,175,31.612,5.141
