NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL,TimPreAdj,TimTran
277,100,30,3.45,1,,,16,16436,1116,400.0,4,5739,18452,25.0,0.25,257,16.06,0.515,0.245,0.469,885,6637,209,1.098,214,353,0.08,59,26,135,1.343,1.294
321,100,30,2.66,1,,,19,8275,438,464.0,5,2882,9250,24.42,0.26,297,15.63,0.515,0.245,0.469,933,3948,169,0.953,215,246,0.11,17,6,135,1.124,0.94
366,100,30,2.82,1,,,21,7616,342,606.0,4,2633,8614,28.86,0.19,341,16.24,0.515,0.245,0.469,1061,3879,334,1.124,237,407,0.16,30,11,135,1.323,0.866
456,84,28,3.51,1,,,26,7590,398,808.0,4,2648,8478,31.08,0.15,426,16.38,0.485,0.206,0.438,602,6194,696,1.657,285,751,0.23,13,5,114,1.895,0.847
342,100,30,4.03,1,,,20,16872,941,541.0,5,5979,18744,27.05,0.25,317,15.85,0.515,0.245,0.469,973,7017,366,1.64,229,427,0.08,43,18,135,1.909,1.248
457,100,30,3.02,1,,,24,7509,302,679.0,7,2628,8367,28.29,0.29,426,17.75,0.515,0.245,0.469,929,5575,476,1.287,252,436,0.16,11,5,135,1.51,0.847
392,100,30,3.32,1,,,22,9789,447,577.0,6,3381,11065,26.23,0.27,364,16.55,0.515,0.245,0.469,1021,4448,323,1.247,225,424,0.13,38,12,135,1.552,0.991
392,100,30,3.13,1,,,22,9789,447,577.0,6,3381,11065,26.23,0.27,364,16.55,0.515,0.245,0.469,1021,4448,323,1.128,225,424,0.13,38,12,135,1.349,1.015
342,100,30,3.94,1,,,20,16872,941,541.0,5,5979,18744,27.05,0.25,317,15.85,0.515,0.245,0.469,973,7017,366,1.442,229,427,0.08,43,18,135,1.732,1.299
739,100,30,6.86,1,,,49,22166,1271,2609.0,4,7755,25040,53.24,0.08,686,14.0,0.515,0.245,0.469,1284,21495,2184,3.393,301,1919,0.18,24,10,135,3.686,1.712
342,100,30,3.85,1,,,20,16872,941,541.0,5,5979,18744,27.05,0.25,317,15.85,0.515,0.245,0.469,973,7017,366,1.279,229,427,0.08,43,18,135,1.586,1.401
456,84,28,3.04,1,,,26,7590,398,808.0,4,2648,8478,31.08,0.15,426,16.38,0.485,0.206,0.438,602,6194,696,1.394,285,751,0.23,13,5,114,1.527,0.888
342,100,30,3.81,1,,,20,16872,941,541.0,5,5979,18744,27.05,0.25,317,15.85,0.515,0.245,0.469,973,7017,366,1.488,229,427,0.08,43,18,135,1.721,1.241
456,84,28,3.32,1,,,26,7590,398,808.0,4,2648,8478,31.08,0.15,426,16.38,0.485,0.206,0.438,602,6194,696,1.432,285,751,0.23,13,5,114,1.593,1.058
321,100,30,2.4,1,,,19,8307,439,464.0,5,2891,9287,24.42,0.26,297,15.63,0.515,0.245,0.469,933,3962,169,0.794,215,242,0.11,17,6,135,1.005,0.802
342,100,30,4.0,1,,,20,16872,941,541.0,5,5979,18744,27.05,0.25,317,15.85,0.515,0.245,0.469,973,7017,366,1.379,229,427,0.08,43,18,135,1.688,1.371
277,100,30,3.73,1,,,16,16436,1116,400.0,4,5739,18452,25.0,0.25,257,16.06,0.515,0.245,0.469,885,6637,209,1.285,214,353,0.08,59,26,135,1.573,1.191
342,100,30,4.08,1,,,20,16872,941,541.0,5,5979,18744,27.05,0.25,317,15.85,0.515,0.245,0.469,973,7017,366,1.497,229,427,0.08,43,18,135,1.832,1.262
456,84,28,3.14,1,,,26,7590,398,808.0,4,2648,8478,31.08,0.15,426,16.38,0.485,0.206,0.438,602,6194,696,1.399,285,751,0.23,13,5,114,1.584,0.946
739,100,30,6.81,1,,,49,22166,1271,2609.0,4,7755,25040,53.24,0.08,686,14.0,0.515,0.245,0.469,1284,21495,2184,3.246,301,1919,0.18,24,10,135,3.595,1.794
739,100,30,6.94,1,,,49,22166,1271,2609.0,4,7755,25040,53.24,0.08,686,14.0,0.515,0.245,0.469,1284,21495,2184,3.451,301,1919,0.18,24,10,135,3.813,1.623
342,100,30,4.01,1,,,20,16872,941,541.0,5,5979,18744,27.05,0.25,317,15.85,0.515,0.245,0.469,973,7017,366,1.544,229,427,0.08,43,18,135,1.969,1.264
739,100,30,6.65,1,,,49,22166,1271,2609.0,4,7755,25040,53.24,0.08,686,14.0,0.515,0.245,0.469,1284,21495,2184,3.081,301,1919,0.18,24,10,135,3.398,1.753
457,100,30,3.2,1,,,24,7509,302,679.0,7,2628,8367,28.29,0.29,426,17.75,0.515,0.245,0.469,929,5575,476,1.302,252,436,0.16,11,5,135,1.512,0.988
739,100,30,7.24,1,,,49,22166,1271,2609.0,4,7755,25040,53.24,0.08,686,14.0,0.515,0.245,0.469,1284,21495,2184,3.629,301,1919,0.18,24,10,135,3.968,1.849
304,100,30,2.46,1,,,18,6558,342,447.0,4,2238,7395,24.83,0.22,282,15.67,0.515,0.245,0.469,933,3432,160,0.774,216,194,0.11,17,5,135,0.942,0.886
408,100,30,2.37,1,,,21,5458,211,595.0,5,1890,6100,28.33,0.24,382,18.19,0.515,0.245,0.469,742,3882,331,0.92,245,332,0.17,14,5,135,1.079,0.642
386,84,28,3.25,1,,,24,8312,420,687.0,5,2830,9497,28.63,0.21,357,14.88,0.485,0.206,0.438,612,5201,543,1.276,265,492,0.16,30,10,114,1.543,1.045
739,100,30,6.95,1,,,49,22166,1271,2609.0,4,7755,25040,53.24,0.08,686,14.0,0.515,0.245,0.469,1284,21495,2184,3.417,301,1919,0.18,24,10,135,3.854,1.705
342,100,30,3.52,1,,,20,16872,941,541.0,5,5979,18744,27.05,0.25,317,15.85,0.515,0.245,0.469,973,7017,366,1.346,229,427,0.08,43,18,135,1.636,1.16
