NoAffS,VL,VC,Time,Result
15,507,2162,6.73,1
15,507,2162,6.71,1
15,507,2162,6.64,1
15,507,2162,6.78,1
15,507,2162,6.86,1
15,507,2162,6.88,1
15,507,2162,6.74,1
15,507,2162,6.86,1
15,507,2162,6.84,1
15,507,2162,6.67,1
15,507,2162,6.89,1
15,507,2162,6.76,1
15,507,2162,6.89,1
15,507,2162,6.82,1
15,507,2162,6.72,1
15,507,2162,6.98,1
15,507,2162,6.64,1
15,507,2162,6.78,1
15,507,2162,6.87,1
15,507,2162,6.83,1
15,507,2162,6.71,1
15,507,2162,6.79,1
15,507,2162,6.77,1
15,507,2162,6.82,1
15,507,2162,6.82,1
15,507,2162,7.01,1
15,507,2162,6.86,1
15,507,2162,6.7,1
15,507,2162,6.72,1
15,507,2162,6.75,1
