NoAffS,VL,VC,Time,Result
15,507,2162,6.67,1
15,507,2162,6.6,1
15,507,2162,6.68,1
15,507,2162,6.74,1
15,507,2162,6.67,1
15,507,2162,6.86,1
15,507,2162,6.77,1
15,507,2162,6.67,1
15,507,2162,6.79,1
15,507,2162,6.72,1
15,507,2162,6.74,1
15,507,2162,6.68,1
15,507,2162,6.64,1
15,507,2162,6.64,1
15,507,2162,6.64,1
15,507,2162,6.62,1
15,507,2162,6.63,1
15,507,2162,6.6,1
15,507,2162,6.63,1
15,507,2162,6.81,1
15,507,2162,6.75,1
15,507,2162,6.63,1
15,507,2162,6.64,1
15,507,2162,6.66,1
15,507,2162,6.61,1
15,507,2162,6.43,1
15,507,2162,6.57,1
15,507,2162,6.56,1
15,507,2162,6.67,1
15,507,2162,6.59,1
