NoAffS,VL,VC,Time,Result
15,507,2162,6.71,1
15,507,2162,6.66,1
15,507,2162,6.77,1
15,507,2162,6.76,1
15,507,2162,6.54,1
15,507,2162,6.62,1
15,507,2162,6.51,1
15,507,2162,6.63,1
15,507,2162,6.61,1
15,507,2162,6.55,1
15,507,2162,6.67,1
15,507,2162,6.5,1
15,507,2162,6.73,1
15,507,2162,6.65,1
15,507,2162,6.67,1
15,507,2162,6.69,1
15,507,2162,6.65,1
15,507,2162,6.7,1
15,507,2162,6.75,1
15,507,2162,6.85,1
15,507,2162,6.59,1
15,507,2162,6.66,1
15,507,2162,6.46,1
15,507,2162,6.57,1
15,507,2162,6.55,1
15,507,2162,6.58,1
15,507,2162,6.56,1
15,507,2162,6.75,1
15,507,2162,6.68,1
15,507,2162,6.78,1
