NoAffS,VL,VC,Time,Result
18,507,2162,6.97,1
18,507,2162,6.81,1
18,507,2162,6.93,1
18,507,2162,6.99,1
18,507,2162,6.93,1
18,507,2162,6.98,1
18,507,2162,7.05,1
18,507,2162,6.77,1
18,507,2162,6.91,1
18,507,2162,7.0,1
18,507,2162,6.87,1
18,507,2162,6.83,1
18,507,2162,6.94,1
18,507,2162,6.97,1
18,507,2162,6.93,1
18,507,2162,6.95,1
18,507,2162,6.98,1
18,507,2162,6.97,1
18,507,2162,7.03,1
18,507,2162,7.11,1
18,507,2162,7.03,1
18,507,2162,6.96,1
18,507,2162,6.96,1
18,507,2162,7.04,1
18,507,2162,7.01,1
18,507,2162,7.16,1
18,507,2162,6.88,1
18,507,2162,7.09,1
18,507,2162,6.85,1
18,507,2162,6.95,1
