NoAffS,VL,VC,Time,Result
15,507,2162,6.99,1
15,507,2162,6.84,1
15,507,2162,6.87,1
15,507,2162,6.83,1
15,507,2162,6.7,1
15,507,2162,6.81,1
15,507,2162,7.03,1
15,507,2162,6.68,1
15,507,2162,6.71,1
15,507,2162,6.84,1
15,507,2162,6.75,1
15,507,2162,6.79,1
15,507,2162,6.78,1
15,507,2162,6.75,1
15,507,2162,6.8,1
15,507,2162,6.73,1
15,507,2162,7.02,1
15,507,2162,7.05,1
15,507,2162,6.92,1
15,507,2162,6.79,1
15,507,2162,6.86,1
15,507,2162,6.95,1
15,507,2162,6.72,1
15,507,2162,6.79,1
15,507,2162,6.61,1
15,507,2162,6.76,1
15,507,2162,6.82,1
15,507,2162,6.82,1
15,507,2162,6.69,1
15,507,2162,6.83,1
