NoAffS,VL,VC,Time,Result
15,507,2162,6.91,1
15,507,2162,6.79,1
15,507,2162,6.91,1
15,507,2162,6.61,1
15,507,2162,6.63,1
15,507,2162,6.76,1
15,507,2162,6.65,1
15,507,2162,6.7,1
15,507,2162,6.77,1
15,507,2162,6.77,1
15,507,2162,6.74,1
15,507,2162,6.77,1
15,507,2162,6.81,1
15,507,2162,6.69,1
15,507,2162,6.74,1
15,507,2162,6.8,1
15,507,2162,6.68,1
15,507,2162,6.75,1
15,507,2162,6.77,1
15,507,2162,6.75,1
15,507,2162,6.75,1
15,507,2162,6.67,1
15,507,2162,6.74,1
15,507,2162,6.69,1
15,507,2162,6.64,1
15,507,2162,6.97,1
15,507,2162,6.8,1
15,507,2162,6.96,1
15,507,2162,6.79,1
15,507,2162,6.68,1
