NoAffS,VL,VC,Time,Result
15,507,2162,6.69,1
15,507,2162,6.78,1
15,507,2162,6.75,1
15,507,2162,6.63,1
15,507,2162,6.56,1
15,507,2162,6.53,1
15,507,2162,6.84,1
15,507,2162,6.95,1
15,507,2162,6.87,1
15,507,2162,6.86,1
15,507,2162,6.61,1
15,507,2162,6.81,1
15,507,2162,6.66,1
15,507,2162,6.59,1
15,507,2162,6.69,1
15,507,2162,6.78,1
15,507,2162,6.62,1
15,507,2162,6.53,1
15,507,2162,6.73,1
15,507,2162,6.66,1
15,507,2162,6.89,1
15,507,2162,6.72,1
15,507,2162,6.93,1
15,507,2162,6.71,1
15,507,2162,6.86,1
15,507,2162,6.95,1
15,507,2162,6.89,1
15,507,2162,6.82,1
15,507,2162,6.78,1
15,507,2162,6.62,1
