NoAffS,VL,VC,Time,Result
15,507,2162,6.79,1
15,507,2162,6.65,1
15,507,2162,6.69,1
15,507,2162,6.92,1
15,507,2162,6.59,1
15,507,2162,6.64,1
15,507,2162,6.5,1
15,507,2162,6.58,1
15,507,2162,6.64,1
15,507,2162,6.75,1
15,507,2162,6.75,1
15,507,2162,6.62,1
15,507,2162,6.66,1
15,507,2162,6.65,1
15,507,2162,6.51,1
15,507,2162,6.7,1
15,507,2162,6.58,1
15,507,2162,6.92,1
15,507,2162,6.64,1
15,507,2162,6.66,1
15,507,2162,6.91,1
15,507,2162,6.8,1
15,507,2162,6.73,1
15,507,2162,6.71,1
15,507,2162,6.7,1
15,507,2162,6.66,1
15,507,2162,6.81,1
15,507,2162,6.58,1
15,507,2162,6.7,1
15,507,2162,6.66,1
