NoAffS,VL,VC,Time,Result
18,507,2162,7.19,1
18,507,2162,7.11,1
18,507,2162,7.14,1
18,507,2162,7.06,1
18,507,2162,6.87,1
18,507,2162,7.14,1
18,507,2162,7.05,1
18,507,2162,6.84,1
18,507,2162,7.31,1
18,507,2162,6.77,1
18,507,2162,7.24,1
18,507,2162,6.94,1
18,507,2162,6.9,1
18,507,2162,6.88,1
18,507,2162,7.12,1
18,507,2162,6.94,1
18,507,2162,7.05,1
18,507,2162,6.78,1
18,507,2162,6.94,1
18,507,2162,7.22,1
18,507,2162,7.01,1
18,507,2162,6.93,1
18,507,2162,6.81,1
18,507,2162,7.06,1
18,507,2162,7.11,1
18,507,2162,6.96,1
18,507,2162,6.94,1
18,507,2162,7.24,1
18,507,2162,7.1,1
18,507,2162,7.03,1
