NoAffS,VL,VC,Time,Result
18,507,2162,6.74,1
18,507,2162,6.59,1
18,507,2162,6.62,1
18,507,2162,6.64,1
18,507,2162,6.45,1
18,507,2162,6.7,1
18,507,2162,6.48,1
18,507,2162,6.66,1
18,507,2162,6.76,1
18,507,2162,6.59,1
18,507,2162,6.48,1
18,507,2162,6.74,1
18,507,2162,6.44,1
18,507,2162,6.5,1
18,507,2162,6.72,1
18,507,2162,6.63,1
18,507,2162,6.64,1
18,507,2162,6.68,1
18,507,2162,6.47,1
18,507,2162,6.43,1
18,507,2162,6.58,1
18,507,2162,6.57,1
18,507,2162,6.76,1
18,507,2162,6.74,1
18,507,2162,6.72,1
18,507,2162,6.56,1
18,507,2162,6.58,1
18,507,2162,6.51,1
18,507,2162,6.49,1
18,507,2162,6.62,1
