NoAffS,VL,VC,Time,Result
15,507,2162,6.6,1
15,507,2162,6.75,1
15,507,2162,7.06,1
15,507,2162,6.71,1
15,507,2162,6.69,1
15,507,2162,6.87,1
15,507,2162,6.93,1
15,507,2162,6.82,1
15,507,2162,7.03,1
15,507,2162,6.92,1
15,507,2162,6.83,1
15,507,2162,6.9,1
15,507,2162,6.8,1
15,507,2162,6.76,1
15,507,2162,6.95,1
15,507,2162,6.68,1
15,507,2162,6.74,1
15,507,2162,6.91,1
15,507,2162,7.0,1
15,507,2162,6.99,1
15,507,2162,6.75,1
15,507,2162,6.89,1
15,507,2162,6.84,1
15,507,2162,6.73,1
15,507,2162,6.9,1
15,507,2162,6.8,1
15,507,2162,7.02,1
15,507,2162,7.08,1
15,507,2162,6.79,1
15,507,2162,6.62,1
