NoAffS,VL,VC,Time,Result
15,507,2162,6.78,1
15,507,2162,6.77,1
15,507,2162,6.99,1
15,507,2162,6.74,1
15,507,2162,6.79,1
15,507,2162,7.01,1
15,507,2162,6.58,1
15,507,2162,6.63,1
15,507,2162,6.99,1
15,507,2162,6.67,1
15,507,2162,6.85,1
15,507,2162,6.58,1
15,507,2162,6.86,1
15,507,2162,6.75,1
15,507,2162,6.6,1
15,507,2162,6.82,1
15,507,2162,6.69,1
15,507,2162,6.98,1
15,507,2162,6.68,1
15,507,2162,6.93,1
15,507,2162,6.44,1
15,507,2162,6.69,1
15,507,2162,6.69,1
15,507,2162,6.74,1
15,507,2162,6.69,1
15,507,2162,6.81,1
15,507,2162,6.59,1
15,507,2162,6.9,1
15,507,2162,6.77,1
15,507,2162,6.77,1
