NoAffS,VL,VC,Time,Result
15,507,2162,6.68,1
15,507,2162,6.77,1
15,507,2162,6.83,1
15,507,2162,6.8,1
15,507,2162,6.85,1
15,507,2162,6.79,1
15,507,2162,6.81,1
15,507,2162,6.95,1
15,507,2162,6.76,1
15,507,2162,6.7,1
15,507,2162,6.69,1
15,507,2162,6.73,1
15,507,2162,6.84,1
15,507,2162,6.82,1
15,507,2162,6.8,1
15,507,2162,6.67,1
15,507,2162,7.07,1
15,507,2162,6.68,1
15,507,2162,6.88,1
15,507,2162,6.89,1
15,507,2162,6.96,1
15,507,2162,6.78,1
15,507,2162,6.9,1
15,507,2162,6.86,1
15,507,2162,6.73,1
15,507,2162,7.0,1
15,507,2162,6.62,1
15,507,2162,6.92,1
15,507,2162,6.77,1
15,507,2162,6.75,1
