NoAffS,VL,VC,Time,Result
15,507,2162,7.09,1
15,507,2162,6.88,1
15,507,2162,6.81,1
15,507,2162,6.92,1
15,507,2162,6.84,1
15,507,2162,6.67,1
15,507,2162,6.74,1
15,507,2162,7.01,1
15,507,2162,6.94,1
15,507,2162,6.66,1
15,507,2162,6.84,1
15,507,2162,7.0,1
15,507,2162,6.94,1
15,507,2162,6.85,1
15,507,2162,6.69,1
15,507,2162,6.83,1
15,507,2162,6.79,1
15,507,2162,6.84,1
15,507,2162,7.01,1
15,507,2162,6.93,1
15,507,2162,6.9,1
15,507,2162,6.84,1
15,507,2162,6.98,1
15,507,2162,6.92,1
15,507,2162,6.8,1
15,507,2162,6.77,1
15,507,2162,6.88,1
15,507,2162,6.94,1
15,507,2162,6.73,1
15,507,2162,6.71,1
