NoAffS,VL,VC,Time,Result
7,438,1900,5.78,1
7,438,1900,5.77,1
7,438,1900,5.82,1
7,438,1900,5.87,1
7,438,1900,5.65,1
7,438,1900,5.64,1
7,438,1900,5.75,1
7,438,1900,5.99,1
7,438,1900,5.66,1
7,438,1900,5.87,1
7,438,1900,5.73,1
7,438,1900,5.71,1
7,438,1900,5.92,1
7,438,1900,5.63,1
7,438,1900,5.67,1
7,438,1900,5.86,1
7,438,1900,5.79,1
7,438,1900,5.84,1
7,438,1900,5.68,1
7,438,1900,5.86,1
7,438,1900,5.84,1
7,438,1900,5.77,1
7,438,1900,5.76,1
7,438,1900,5.74,1
7,438,1900,5.78,1
7,438,1900,5.71,1
7,438,1900,5.78,1
7,438,1900,6.05,1
7,438,1900,5.75,1
7,438,1900,5.81,1
