NoAffS,VL,VC,Time,Result
15,438,1900,33.32,0
15,438,1900,33.36,0
15,438,1900,33.54,0
15,438,1900,32.82,0
15,438,1900,32.95,0
15,438,1900,33.54,0
15,438,1900,33.51,0
15,438,1900,33.31,0
15,438,1900,33.09,0
15,438,1900,33.32,0
15,438,1900,33.69,0
15,438,1900,33.42,0
15,438,1900,32.96,0
15,438,1900,33.43,0
15,438,1900,32.83,0
15,438,1900,33.33,0
15,438,1900,35.33,0
15,438,1900,33.34,0
15,438,1900,33.65,0
15,438,1900,33.56,0
15,438,1900,33.35,0
15,438,1900,33.4,0
15,438,1900,33.44,0
15,438,1900,33.58,0
15,438,1900,33.5,0
15,438,1900,33.17,0
15,438,1900,33.29,0
15,438,1900,33.48,0
15,438,1900,33.4,0
15,438,1900,33.41,0
