NoAffS,VL,VC,Time,Result
15,438,1900,30.35,0
15,438,1900,30.37,0
15,438,1900,30.41,0
15,438,1900,30.37,0
15,438,1900,30.38,0
15,438,1900,30.44,0
15,438,1900,30.47,0
15,438,1900,30.48,0
15,438,1900,30.43,0
15,438,1900,30.48,0
15,438,1900,30.37,0
15,438,1900,30.49,0
15,438,1900,30.52,0
15,438,1900,30.47,0
15,438,1900,30.47,0
15,438,1900,30.49,0
15,438,1900,30.47,0
15,438,1900,30.46,0
15,438,1900,30.48,0
15,438,1900,30.49,0
15,438,1900,30.51,0
15,438,1900,30.45,0
15,438,1900,30.36,0
15,438,1900,30.4,0
15,438,1900,30.46,0
15,438,1900,30.44,0
15,438,1900,30.41,0
15,438,1900,30.38,0
15,438,1900,30.45,0
15,438,1900,30.37,0
