NoAffS,VL,VC,Time,Result
18,438,1900,30.35,0
18,438,1900,30.36,0
18,438,1900,30.37,0
18,438,1900,30.37,0
18,438,1900,30.35,0
18,438,1900,30.38,0
18,438,1900,30.39,0
18,438,1900,30.4,0
18,438,1900,30.33,0
18,438,1900,30.37,0
18,438,1900,30.38,0
18,438,1900,30.37,0
18,438,1900,30.38,0
18,438,1900,30.38,0
18,438,1900,30.38,0
18,438,1900,30.37,0
18,438,1900,30.39,0
18,438,1900,30.38,0
18,438,1900,30.35,0
18,438,1900,30.36,0
18,438,1900,30.38,0
18,438,1900,30.37,0
18,438,1900,30.36,0
18,438,1900,30.38,0
18,438,1900,30.38,0
18,438,1900,30.37,0
18,438,1900,30.39,0
18,438,1900,30.36,0
18,438,1900,30.37,0
18,438,1900,30.37,0
