NoAffS,VL,VC,Time,Result
7,438,1900,5.13,1
7,438,1900,5.21,1
7,438,1900,5.07,1
7,438,1900,5.24,1
7,438,1900,5.32,1
7,438,1900,5.14,1
7,438,1900,5.04,1
7,438,1900,5.34,1
7,438,1900,5.11,1
7,438,1900,5.21,1
7,438,1900,5.14,1
7,438,1900,5.38,1
7,438,1900,5.06,1
7,438,1900,5.21,1
7,438,1900,5.42,1
7,438,1900,5.1,1
7,438,1900,5.27,1
7,438,1900,5.4,1
7,438,1900,5.24,1
7,438,1900,5.15,1
7,438,1900,5.23,1
7,438,1900,5.33,1
7,438,1900,5.2,1
7,438,1900,5.21,1
7,438,1900,5.21,1
7,438,1900,5.31,1
7,438,1900,5.25,1
7,438,1900,5.31,1
7,438,1900,5.32,1
7,438,1900,5.19,1
