NoAffS,VL,VC,Time,Result
7,438,1900,5.3,1
7,438,1900,5.1,1
7,438,1900,5.21,1
7,438,1900,5.2,1
7,438,1900,5.23,1
7,438,1900,5.12,1
7,438,1900,5.18,1
7,438,1900,5.36,1
7,438,1900,5.17,1
7,438,1900,5.15,1
7,438,1900,5.15,1
7,438,1900,5.19,1
7,438,1900,5.22,1
7,438,1900,5.07,1
7,438,1900,5.19,1
7,438,1900,5.12,1
7,438,1900,5.28,1
7,438,1900,5.32,1
7,438,1900,5.08,1
7,438,1900,5.31,1
7,438,1900,5.22,1
7,438,1900,5.17,1
7,438,1900,5.07,1
7,438,1900,5.03,1
7,438,1900,5.2,1
7,438,1900,5.28,1
7,438,1900,5.19,1
7,438,1900,5.12,1
7,438,1900,5.08,1
7,438,1900,5.27,1
