NoAffS,VL,VC,Time,Result
7,438,1900,4.89,1
7,438,1900,5.03,1
7,438,1900,4.98,1
7,438,1900,4.87,1
7,438,1900,4.92,1
7,438,1900,5.01,1
7,438,1900,4.98,1
7,438,1900,4.95,1
7,438,1900,5.2,1
7,438,1900,5.03,1
7,438,1900,4.92,1
7,438,1900,5.08,1
7,438,1900,5.06,1
7,438,1900,5.09,1
7,438,1900,5.05,1
7,438,1900,4.96,1
7,438,1900,4.87,1
7,438,1900,5.01,1
7,438,1900,4.88,1
7,438,1900,5.08,1
7,438,1900,5.14,1
7,438,1900,4.97,1
7,438,1900,5.01,1
7,438,1900,5.03,1
7,438,1900,5.05,1
7,438,1900,5.11,1
7,438,1900,5.04,1
7,438,1900,5.11,1
7,438,1900,5.01,1
7,438,1900,5.11,1
