NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL,TimPreAdj,TimTran
11476,11,4,898.32,0,,,151,106262,11773,11778.0,11325,23547,129808,78.0,75.0,0,0.0,0.5,0.733,0.4,1317,1204512,1192891,696.162,644541,3034807,1.56,3,1,12,697.182,5.796
11781,11,4,897.83,0,,,153,107733,11936,12087.0,11628,23873,131605,79.0,76.0,0,0.0,0.5,0.733,0.4,21,1229609,1217827,694.833,670501,3090209,1.56,3,1,12,695.809,5.609
11781,11,4,898.33,0,,,153,108471,12018,12087.0,11628,24037,132507,79.0,76.0,0,0.0,0.5,0.733,0.4,759,1242319,1230455,698.128,627813,3115756,1.56,3,1,12,699.097,5.445
11628,11,4,898.53,0,,,152,107434,11903,11932.0,11476,23807,131240,78.5,75.5,0,0.0,0.5,0.733,0.4,1110,1224525,1212775,698.741,661885,3073469,1.56,3,1,12,699.736,5.461
11476,11,4,898.45,0,,,151,105632,11703,11778.0,11325,23407,129038,78.0,75.0,0,0.0,0.5,0.733,0.4,687,1193802,1182251,694.305,628931,2993497,1.56,3,1,12,695.382,5.997
11628,11,4,898.27,0,,,152,106462,11795,11932.0,11476,23591,130052,78.5,75.5,0,0.0,0.5,0.733,0.4,138,1207893,1196251,693.387,646873,3041422,1.56,3,1,12,694.43,5.883
11628,11,4,898.5,0,,,152,106759,11828,11932.0,11476,23657,130415,78.5,75.5,0,0.0,0.5,0.733,0.4,435,1212975,1201300,695.97,648985,3048584,1.57,3,1,12,697.01,5.653
11628,15,10,898.67,0,,,153,107714,11934,12087.0,11476,23868,131582,79.0,75.5,0,0.0,1.0,1.0,1.0,1393,1229145,1217365,697.865,670193,3099569,1.57,3,1,25,698.875,5.431
11476,11,4,898.42,0,,,151,106118,11757,11778.0,11325,23515,129632,78.0,75.0,0,0.0,0.5,0.733,0.4,1173,1202064,1190459,695.865,640109,3019742,1.56,3,1,12,696.978,5.718
11935,15,10,898.83,0,,,155,110517,12245,12400.0,11781,24490,135007,80.0,76.5,0,0.0,1.0,1.0,1.0,1411,1277504,1265415,694.466,669024,3220443,1.57,3,1,25,695.45,5.544
12246,11,4,898.72,0,,,156,113130,12535,12558.0,12090,25071,138200,80.5,77.5,0,0.0,0.5,0.733,0.4,1200,1323323,1310945,699.293,711950,3325052,1.57,3,1,12,700.216,5.215
12090,11,4,898.45,0,,,155,111562,12361,12400.0,11935,24723,136284,80.0,77.0,0,0.0,0.5,0.733,0.4,1047,1295872,1283667,696.759,682902,3256495,1.57,3,1,12,697.746,5.608
12090,15,10,898.95,0,,,156,111932,12402,12558.0,11935,24804,136736,80.5,77.0,0,0.0,1.0,1.0,1.0,1420,1302152,1289907,696.145,693820,3278680,1.57,3,1,25,697.085,5.391
12403,11,4,898.49,0,,,157,113879,12618,12717.0,12246,25237,139115,81.0,78.0,0,0.0,0.5,0.733,0.4,525,1336495,1324035,695.569,672737,3354984,1.57,3,1,12,696.443,5.283
12246,15,10,898.22,0,,,157,113356,12560,12717.0,12090,25120,138476,81.0,77.5,0,0.0,1.0,1.0,1.0,1429,1327115,1314713,697.626,718932,3344442,1.57,3,1,25,698.707,5.42
11476,15,10,899.03,0,,,152,106326,11780,11932.0,11325,23560,129886,78.5,75.0,0,0.0,1.0,1.0,1.0,1384,1205430,1193803,696.365,646333,3040667,1.57,3,1,25,697.35,5.467
11628,11,4,898.35,0,,,152,106768,11829,11932.0,11476,23659,130426,78.5,75.5,0,0.0,0.5,0.733,0.4,444,1213129,1201453,696.389,649083,3044699,1.56,3,1,12,697.315,5.652
11476,11,4,898.46,0,,,151,106280,11775,11778.0,11325,23551,129830,78.0,75.0,0,0.0,0.5,0.733,0.4,1335,1204818,1193195,698.293,645131,3034807,1.56,3,1,12,699.251,5.433
