NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
697,1021,164,10.79,1,133,91,161
697,1021,164,11.75,1,133,91,161
697,1021,164,11.66,1,133,91,161
697,1021,164,11.26,1,133,91,161
697,1021,164,10.62,1,133,91,161
697,1021,164,10.98,1,133,91,161
697,1021,164,10.35,1,133,91,161
697,1021,164,10.18,1,133,91,161
697,1021,164,10.05,1,133,91,161
697,1021,164,10.35,1,133,91,161
