NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
1125,1020,164,14.22,1,298,226,225
1124,1020,164,13.17,1,298,226,225
1125,1020,164,15.04,1,298,226,225
1125,1020,164,14.88,1,298,226,225
1125,1020,164,13.96,1,298,226,225
1125,1020,164,14.35,1,298,226,225
1124,1020,164,13.12,1,298,226,225
1124,1020,164,13.63,1,298,226,225
1125,1020,164,13.34,1,298,226,225
1125,1020,164,13.17,1,298,226,225
