NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
555,354,188,30.4,0,,,111
1256,355,188,30.05,0,,,119
741,355,188,29.96,0,,,136
673,348,186,29.95,0,,,86
1635,354,188,30.02,0,,,887
673,348,186,30.02,0,,,86
378,351,180,30.02,0,,,15
539,349,186,30.12,0,,,44
741,355,188,29.99,0,,,136
1142,362,198,29.95,0,,,119
555,354,188,30.25,0,,,111
720,349,186,30.84,0,,,102
720,349,186,29.99,0,,,102
378,351,180,30.05,0,,,15
525,355,188,29.97,0,,,81
525,355,188,30.81,0,,,81
539,349,186,30.06,0,,,44
378,351,180,30.08,0,,,15
720,349,186,30.16,0,,,102
539,349,186,29.91,0,,,44
720,354,188,30.05,0,,,102
539,349,186,30.03,0,,,44
1692,369,200,29.78,0,,,889
555,354,188,30.13,0,,,111
673,348,186,30.11,0,,,86
555,354,188,30.1,0,,,111
525,355,188,30.01,0,,,81
1360,362,198,30.09,0,,,103
720,349,186,30.24,0,,,102
720,354,188,30.14,0,,,102
