NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL,TimPreAdj,TimTran
90,18,14,5.93,1,,,23,3217,147,202.0,43,706,3731,8.78,1.87,24,1.04,1.0,1.0,1.0,626,4388,4046,4.066,8140,8328,0.9,7,3,37,4.234,0.909
73,18,14,4.85,1,,,23,2560,137,183.0,26,569,2972,7.96,1.13,24,1.04,1.0,1.0,1.0,571,3343,3127,3.094,5593,6413,0.88,12,4,37,3.293,0.846
73,18,14,4.62,1,,,23,2560,137,183.0,26,569,2972,7.96,1.13,24,1.04,1.0,1.0,1.0,571,3343,3127,2.985,5593,6413,0.88,12,4,37,3.158,0.753
73,18,14,5.04,1,,,23,2560,137,183.0,26,569,2972,7.96,1.13,24,1.04,1.0,1.0,1.0,571,3343,3127,3.228,5593,6413,0.88,12,4,37,3.415,0.849
73,18,14,4.75,1,,,23,2560,137,183.0,26,569,2972,7.96,1.13,24,1.04,1.0,1.0,1.0,571,3343,3127,3.07,5593,6368,0.87,12,4,37,3.246,0.815
73,18,14,4.87,1,,,23,2560,137,183.0,26,569,2972,7.96,1.13,24,1.04,1.0,1.0,1.0,571,3343,3127,3.177,5593,6368,0.87,12,4,37,3.342,0.793
84,18,14,4.87,1,,,22,2822,128,182.0,35,631,3268,8.27,1.59,27,1.23,1.0,1.0,1.0,571,3814,3433,3.245,6374,6016,0.76,7,4,37,3.438,0.743
24,18,14,1.4,1,,,8,472,21,45.0,9,107,550,5.63,1.13,7,0.88,1.0,1.0,1.0,116,308,271,0.658,720,0,0.0,6,2,37,0.724,0.327
84,18,14,4.99,1,,,22,2822,128,182.0,35,631,3268,8.27,1.59,27,1.23,1.0,1.0,1.0,571,3814,3433,3.274,6374,6095,0.77,7,4,37,3.433,0.882
90,18,14,5.81,1,,,23,3217,147,202.0,43,706,3731,8.78,1.87,24,1.04,1.0,1.0,1.0,626,4388,4046,3.911,8140,8328,0.9,7,3,37,4.089,0.954
71,18,14,4.98,1,,,22,2608,145,174.0,26,579,3028,7.91,1.18,23,1.05,1.0,1.0,1.0,571,3410,3184,3.33,5271,5950,0.81,10,4,37,3.434,0.811
90,18,14,5.87,1,,,23,3217,147,202.0,43,706,3731,8.78,1.87,24,1.04,1.0,1.0,1.0,626,4388,4046,4.04,8140,8395,0.91,7,3,37,4.202,0.923
90,18,14,5.74,1,,,23,3217,147,202.0,43,706,3731,8.78,1.87,24,1.04,1.0,1.0,1.0,626,4388,4046,3.9,8140,8328,0.9,7,3,37,4.051,0.927
73,18,14,4.74,1,,,23,2560,137,183.0,26,569,2972,7.96,1.13,24,1.04,1.0,1.0,1.0,571,3343,3127,3.127,5593,6368,0.87,12,4,37,3.324,0.693
73,18,14,4.82,1,,,23,2560,137,183.0,26,569,2972,7.96,1.13,24,1.04,1.0,1.0,1.0,571,3343,3127,3.087,5593,6413,0.88,12,4,37,3.251,0.862
71,18,14,4.48,1,,,22,2608,145,174.0,26,579,3028,7.91,1.18,23,1.05,1.0,1.0,1.0,571,3410,3184,3.018,5271,5955,0.81,10,4,37,3.158,0.696
71,18,14,5.01,1,,,22,2608,145,174.0,26,579,3028,7.91,1.18,23,1.05,1.0,1.0,1.0,571,3410,3184,3.273,5271,5950,0.81,10,4,37,3.417,0.821
84,18,14,4.72,1,,,22,2822,128,182.0,35,631,3268,8.27,1.59,27,1.23,1.0,1.0,1.0,571,3814,3433,3.064,6374,6095,0.77,7,4,37,3.226,0.781
73,18,14,5.17,1,,,23,2560,137,183.0,26,569,2972,7.96,1.13,24,1.04,1.0,1.0,1.0,571,3343,3127,3.397,5593,6413,0.88,12,4,37,3.56,0.896
90,18,14,5.78,1,,,23,3217,147,202.0,43,706,3731,8.78,1.87,24,1.04,1.0,1.0,1.0,626,4388,4046,3.836,8140,8395,0.91,7,3,37,4.0,0.943
71,18,14,5.22,1,,,22,2608,145,174.0,26,579,3028,7.91,1.18,23,1.05,1.0,1.0,1.0,571,3410,3184,3.393,5271,5950,0.81,10,4,37,3.595,0.798
90,18,14,5.8,1,,,23,3217,147,202.0,43,706,3731,8.78,1.87,24,1.04,1.0,1.0,1.0,626,4388,4046,3.79,8140,8328,0.9,7,3,37,3.974,0.967
73,18,14,4.68,1,,,23,2560,137,183.0,26,569,2972,7.96,1.13,24,1.04,1.0,1.0,1.0,571,3343,3127,3.054,5593,6413,0.88,12,4,37,3.223,0.734
24,18,14,1.31,1,,,8,472,21,45.0,9,107,550,5.63,1.13,7,0.88,1.0,1.0,1.0,116,308,271,0.625,720,0,0.0,6,2,37,0.694,0.344
90,18,14,5.5,1,,,23,3217,147,202.0,43,706,3731,8.78,1.87,24,1.04,1.0,1.0,1.0,626,4388,4046,3.717,8140,8397,0.91,7,3,37,3.902,0.863
90,18,14,5.85,1,,,23,3217,147,202.0,43,706,3731,8.78,1.87,24,1.04,1.0,1.0,1.0,626,4388,4046,3.884,8140,8395,0.91,7,3,37,4.087,0.997
90,18,14,5.63,1,,,23,3217,147,202.0,43,706,3731,8.78,1.87,24,1.04,1.0,1.0,1.0,626,4388,4046,3.679,8140,8328,0.9,7,3,37,3.856,0.998
73,18,14,5.1,1,,,23,2560,137,183.0,26,569,2972,7.96,1.13,24,1.04,1.0,1.0,1.0,571,3343,3127,3.277,5593,6413,0.88,12,4,37,3.402,0.863
71,18,14,4.56,1,,,22,2608,145,174.0,26,579,3028,7.91,1.18,23,1.05,1.0,1.0,1.0,571,3410,3184,3.036,5271,5950,0.81,10,4,37,3.156,0.766
73,18,14,4.62,1,,,23,2560,137,183.0,26,569,2972,7.96,1.13,24,1.04,1.0,1.0,1.0,571,3343,3127,2.989,5593,6368,0.87,12,4,37,3.124,0.8
