NoAffS,VL,VC,Time,Result
34,3974,13318,30.47,0
15,1374,4780,30.52,0
15,1374,4780,30.6,0
15,1374,4780,30.48,0
14,3974,13318,30.41,0
34,3974,13318,30.47,0
14,3974,13318,30.36,0
14,3974,13318,30.38,0
14,3974,13318,30.36,0
15,1374,4780,30.43,0
14,3974,13318,30.4,0
14,3974,13318,30.39,0
15,1374,4780,30.51,0
14,3974,13318,30.37,0
14,3974,13318,30.36,0
34,3974,13318,30.36,0
14,3974,13318,30.32,0
14,3974,13318,30.37,0
15,1374,4780,30.46,0
15,1374,4780,30.57,0
14,3974,13318,30.38,0
14,3974,13318,30.35,0
14,3974,13318,30.39,0
15,1374,4780,30.59,0
14,3974,13318,30.39,0
15,1374,4780,30.43,0
15,1374,4780,30.58,0
14,3974,13318,30.33,0
14,3974,13318,30.34,0
15,1374,4780,30.5,0
