NoAffS,VL,VC,Time,Result
10,1374,4780,30.35,0
10,1374,4780,30.39,0
54,3974,13318,30.36,0
14,3974,13318,30.35,0
10,1374,4780,30.37,0
14,3974,13318,30.36,0
14,3974,13318,30.38,0
14,3974,13318,30.39,0
14,3974,13318,30.36,0
14,3974,13318,30.35,0
54,3974,13318,30.37,0
10,1374,4780,30.38,0
10,1374,4780,30.37,0
54,3974,13318,30.41,0
14,3974,13318,30.4,0
34,3974,13318,30.41,0
14,3974,13318,30.38,0
14,3974,13318,30.35,0
10,1374,4780,30.31,0
10,1374,4780,30.37,0
10,1374,4780,30.39,0
14,3974,13318,30.38,0
34,3974,13318,30.4,0
14,3974,13318,30.37,0
34,3974,13318,30.39,0
14,3974,13318,30.34,0
14,3974,13318,30.41,0
14,3974,13318,30.37,0
14,3974,13318,30.39,0
14,3974,13318,30.37,0
