NoAffS,VL,VC,Time,Result
7,3974,13318,30.43,0
34,3974,13318,30.36,0
7,3974,13318,30.44,0
18,1374,4780,30.43,0
7,3974,13318,30.42,0
7,3974,13318,30.42,0
7,3974,13318,30.41,0
7,3974,13318,30.42,0
18,1374,4780,30.42,0
34,3974,13318,30.41,0
7,3974,13318,30.42,0
7,3974,13318,30.43,0
7,3974,13318,30.44,0
7,3974,13318,30.4,0
18,1374,4780,30.45,0
18,1374,4780,30.43,0
18,1374,4780,30.37,0
7,3974,13318,30.4,0
7,3974,13318,30.42,0
7,3974,13318,30.41,0
7,3974,13318,30.43,0
34,3974,13318,30.41,0
7,3974,13318,30.41,0
7,3974,13318,30.39,0
7,3974,13318,30.47,0
7,3974,13318,30.39,0
7,3974,13318,30.41,0
7,3974,13318,30.55,0
7,3974,13318,30.46,0
18,1374,4780,30.41,0
