NoAffS,VL,VC,Time,Result
18,1374,4780,30.39,0
18,1374,4780,30.35,0
7,3974,13318,30.36,0
34,3974,13318,30.37,0
7,3974,13318,30.39,0
34,3974,13318,30.37,0
52,2610,8922,30.36,0
7,3974,13318,30.41,0
7,3974,13318,30.42,0
7,3974,13318,30.4,0
7,3974,13318,30.33,0
18,1374,4780,30.42,0
7,3974,13318,30.43,0
18,1374,4780,30.35,0
7,3974,13318,30.34,0
7,3974,13318,30.43,0
52,3974,13318,30.38,0
7,3974,13318,30.44,0
18,1374,4780,30.39,0
7,3974,13318,30.38,0
7,3974,13318,30.4,0
7,3974,13318,30.4,0
18,1374,4780,30.39,0
7,3974,13318,30.45,0
18,1374,4780,30.4,0
7,3974,13318,30.39,0
7,3974,13318,30.44,0
7,3974,13318,30.38,0
7,3974,13318,30.4,0
7,3974,13318,30.41,0
