NoAffS,VL,VC,Time,Result
7,1374,4780,30.39,0
7,1374,4780,30.41,0
14,3974,13318,30.39,0
14,3974,13318,30.72,0
7,1374,4780,30.41,0
7,1374,4780,30.34,0
7,1374,4780,30.38,0
14,3974,13318,30.4,0
34,3974,13318,30.4,0
14,3974,13318,30.54,0
14,3974,13318,30.58,0
7,1374,4780,30.38,0
14,3974,13318,30.41,0
14,3974,13318,31.13,0
14,3974,13318,30.51,0
14,3974,13318,30.37,0
14,3974,13318,30.73,0
14,3974,13318,30.56,0
7,1374,4780,30.36,0
14,3974,13318,30.41,0
7,1374,4780,30.4,0
14,3974,13318,30.77,0
7,1374,4780,30.4,0
34,3974,13318,30.42,0
34,3974,13318,30.4,0
34,3974,13318,30.41,0
34,3974,13318,30.4,0
14,3974,13318,30.41,0
34,3974,13318,30.41,0
14,3974,13318,30.93,0
