NoAffS,VL,VC,Time,Result
22,3974,13318,30.42,0
34,3974,13318,30.41,0
22,3974,13318,30.38,0
14,3974,13318,30.46,0
7,1374,4780,30.4,0
22,3974,13318,30.45,0
14,3974,13318,30.4,0
7,1374,4780,30.42,0
14,3974,13318,30.35,0
14,3974,13318,30.47,0
14,3974,13318,30.44,0
14,3974,13318,30.39,0
22,3974,13318,30.38,0
34,3974,13318,30.39,0
14,3974,13318,30.42,0
14,3974,13318,30.41,0
7,1374,4780,30.42,0
22,3974,13318,30.44,0
14,3974,13318,30.35,0
22,3974,13318,30.38,0
22,3974,13318,30.38,0
22,3974,13318,30.39,0
14,3974,13318,30.4,0
14,3974,13318,30.45,0
22,3974,13318,30.43,0
14,3974,13318,30.4,0
7,1374,4780,30.42,0
34,3974,13318,30.37,0
22,3974,13318,30.43,0
7,1374,4780,30.38,0
