NoAffS,VL,VC,Time,Result
22,3974,13318,30.34,0
22,3974,13318,30.38,0
15,1374,4780,30.43,0
15,1374,4780,30.42,0
15,1374,4780,30.41,0
15,1374,4780,30.42,0
15,1374,4780,30.41,0
14,3974,13318,30.38,0
14,3974,13318,30.34,0
14,3974,13318,30.34,0
15,1374,4780,30.42,0
22,3974,13318,30.39,0
22,3974,13318,30.42,0
15,1374,4780,30.39,0
14,3974,13318,30.34,0
15,1374,4780,30.41,0
15,1374,4780,30.36,0
15,1374,4780,30.41,0
15,1374,4780,30.4,0
22,3974,13318,30.37,0
14,3974,13318,30.36,0
22,3974,13318,30.39,0
15,1374,4780,30.4,0
22,3974,13318,30.4,0
34,3974,13318,30.41,0
22,3974,13318,30.39,0
22,3974,13318,30.37,0
22,3974,13318,30.38,0
15,1374,4780,30.39,0
14,3974,13318,30.36,0
