tool	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+	CPAchecker 1.4-svn 2f0c683+
run set	Dy-ABlkDFSCSRPO-ABEl-FC	Dy-ABlkDFSCSRPO-ABEl-FC	Dy-ABlkDFSCSRPO-ABEl-FC	Dy-ABlkDFSCSRPO-ABEl-FC	Dy-ABlkDFSCSRPO-ABEl-FCm	Dy-ABlkDFSCSRPO-ABEl-FCm	Dy-ABlkDFSCSRPO-ABEl-FCm	Dy-ABlkDFSCSRPO-ABEl-FCm	Dy-ABlkDFSCSRPO-ABEl	Dy-ABlkDFSCSRPO-ABEl	Dy-ABlkDFSCSRPO-ABEl	Dy-ABlkDFSCSRPO-ABEl	Dy-ABlkDFSCSRPO-PredAbs-ABEl	Dy-ABlkDFSCSRPO-PredAbs-ABEl	Dy-ABlkDFSCSRPO-PredAbs-ABEl	Dy-ABlkDFSCSRPO-PredAbs-ABEl	Dy-ABlkDFSCSRPO-PredAbs-ABElf	Dy-ABlkDFSCSRPO-PredAbs-ABElf	Dy-ABlkDFSCSRPO-PredAbs-ABElf	Dy-ABlkDFSCSRPO-PredAbs-ABElf	Dy-ABlkDFSCSRPO-lf-FC	Dy-ABlkDFSCSRPO-lf-FC	Dy-ABlkDFSCSRPO-lf-FC	Dy-ABlkDFSCSRPO-lf-FC	Dy-ABlkDFSCSRPO-lf-FCm	Dy-ABlkDFSCSRPO-lf-FCm	Dy-ABlkDFSCSRPO-lf-FCm	Dy-ABlkDFSCSRPO-lf-FCm	Dy-ABlkDFSCSRPO-lf	Dy-ABlkDFSCSRPO-lf	Dy-ABlkDFSCSRPO-lf	Dy-ABlkDFSCSRPO-lf
/home/spiral/pacc_cpachecker_trunk/sv-comp/	status	cputime (s)	walltime (s)	memUsage	status	cputime (s)	walltime (s)	memUsage	status	cputime (s)	walltime (s)	memUsage	status	cputime (s)	walltime (s)	memUsage	status	cputime (s)	walltime (s)	memUsage	status	cputime (s)	walltime (s)	memUsage	status	cputime (s)	walltime (s)	memUsage	status	cputime (s)	walltime (s)	memUsage
ntdrivers/cdaudio_false-unreach-call.i.cil.c	TIMEOUT	901.053962514	901.0613856641576	2706362368	TIMEOUT	901.185375353	901.1823777435347	2714738688	TIMEOUT	901.0903847	901.0848269555718	2721026048	TIMEOUT	901.059434837	901.0566221373156	3190169600	TIMEOUT	901.025723448	901.0258143339306	2938986496	TIMEOUT	900.995586052	901.0050878776237	2685972480	TIMEOUT	903.77638936	903.775552501902	2690924544	TIMEOUT	906.31225349	906.3094239905477	2730352640
ntdrivers/diskperf_false-unreach-call.i.cil.c	false(reach)	11.961039444	11.988168772310019	306237440	false(reach)	12.014972909	12.044595488347113	306311168	false(reach)	12.253846235	12.27928474638611	316035072	false(reach)	12.137009595	12.155507174320519	339746816	false(reach)	9.17962187	9.213044858537614	287117312	false(reach)	7.417730875	7.444706414826214	271630336	false(reach)	7.569553592	7.600684070959687	273010688	false(reach)	7.668176842	7.707735122181475	272257024
ntdrivers/floppy_false-unreach-call.i.cil.c	false(reach)	34.47217659	34.49810337740928	739852288	false(reach)	31.710842963	31.73371808975935	742973440	false(reach)	31.455619603	31.47347710467875	690864128	false(reach)	31.880195747	31.90248605981469	762617856	false(reach)	14.668005476	14.68986547831446	475725824	false(reach)	11.953298636	11.97488852404058	447983616	false(reach)	11.771926091	11.78868726734072	466980864	false(reach)	11.411278315	11.441735273227096	437817344
ntdrivers/kbfiltr_false-unreach-call.i.cil.c	false(reach)	7.38326142	7.400597856380045	275861504	false(reach)	7.359241159	7.383491103537381	269312000	false(reach)	7.268603019	7.2923348834738135	273199104	false(reach)	7.601622554	7.624604122713208	293724160	false(reach)	9.861345072	9.886507861316204	291033088	false(reach)	7.722605638	7.744816611520946	275660800	false(reach)	7.727987163	7.763290415517986	274726912	false(reach)	7.684037927	7.697212592698634	274984960
ntdrivers/parport_false-unreach-call.i.cil.c	ERROR (recursion)	6.697988283	6.714096644893289	201674752	ERROR (recursion)	6.877092094	6.91231001354754	217346048	ERROR (recursion)	7.366892259	7.389505315572023	224755712	ERROR (recursion)	6.81654415	6.83947305008769	205303808	false(reach)	7.837558102	7.85040129814297	248139776	false(reach)	7.562444497	7.57531460467726	221323264	false(reach)	6.931097974	6.944081808440387	200699904	false(reach)	7.602753912	7.616168892942369	217300992
ntdrivers/cdaudio_true-unreach-call.i.cil.c	true	25.703999638	25.73791642859578	544231424	true	25.897569196	25.913808873854578	564428800	true	25.70108954	25.722525492310524	554999808	true	18.943823497	18.970013939775527	455950336	true	38.990482944	39.031525418162346	859152384	true	19.295051914	19.31702272593975	557748224	true	21.553249602	21.57983434665948	581320704	true	30.147671906	30.169716983102262	750514176
ntdrivers/diskperf_true-unreach-call.i.cil.c	true	10.382379083	10.400447713211179	294395904	true	10.119015934	10.138106504455209	286355456	true	10.487440365	10.500520778819919	302149632	true	10.879498199	10.90484245494008	319361024	true	29.864001867	29.8819742500782	644571136	true	25.621314611	25.63376065902412	564215808	true	25.593670367	25.61781871691346	553476096	true	63.528755331	63.54985553026199	1426726912
ntdrivers/floppy2_true-unreach-call.i.cil.c	true	103.956147984	103.97450360935181	2668138496	true	101.119860851	101.14262133091688	2662735872	true	288.248818234	288.2645187480375	2755829760	true	81.017767489	81.03759897965938	1685671936	true	74.888873433	74.90479105897248	1304043520	true	64.828629025	64.86652743350714	807571456	true	60.489376	60.50499290321022	841334784	true	654.546618452	654.5529967397451	2779967488
ntdrivers/floppy_true-unreach-call.i.cil.c	true	166.010848391	166.03248513210565	2665144320	true	157.565423249	157.6019875081256	2654715904	true	221.588426689	221.59743926115334	2673352704	true	76.405248144	76.42671472765505	1312595968	true	229.191382403	229.2075300263241	1818046464	true	39.618496998	39.63084474019706	1156308992	true	33.814647753	33.83103002142161	1026437120	true	50.637169902	50.659433580935	1564221440
ntdrivers/parport_true-unreach-call.i.cil.c	ERROR (recursion)	6.701358038	6.714575623162091	194007040	ERROR (recursion)	6.820445355	6.833762797527015	198762496	ERROR (recursion)	7.26799202	7.290147919207811	220033024	ERROR (recursion)	6.820184555	6.843342054635286	208703488	ERROR (recursion)	23.968532902	23.98589395917952	486776832	ERROR (recursion)	9.612443059	9.633436974138021	287080448	ERROR (recursion)	9.153955908	9.171813847497106	266055680	ERROR (recursion)	10.0073614	10.033473247662187	293568512
ssh/s3_clnt.blast.01_false-unreach-call.i.cil.c	false(reach)	12.630317288	12.65918372105807	357654528	false(reach)	12.992900765	13.012609633617103	377004032	false(reach)	10.537703064	10.568749099038541	338776064	false(reach)	14.860279466	14.877484885044396	368275456	false(reach)	13.038796675	13.064940959215164	363405312	false(reach)	13.699930267	13.721055656671524	365432832	false(reach)	13.304639217	13.325387968681753	360910848	false(reach)	10.525971848	10.556297097355127	347815936
ssh/s3_clnt.blast.02_false-unreach-call.i.cil.c	false(reach)	10.842255526	10.859638885594904	336154624	false(reach)	10.357433576	10.37889435235411	365654016	false(reach)	9.503450701	9.54068924114108	293965824	false(reach)	10.716726577	10.737078918144107	327319552	false(reach)	9.917712343	9.944234130904078	298446848	false(reach)	10.937966538	10.96041570417583	363655168	false(reach)	10.287001842	10.309802925214171	356872192	false(reach)	9.301506762	9.332722762599587	287522816
ssh/s3_clnt.blast.03_false-unreach-call.i.cil.c	false(reach)	10.431427358	10.449237843044102	353861632	false(reach)	10.302190658	10.333845931105316	349540352	false(reach)	9.277609768	9.301417341455817	288862208	false(reach)	10.460499649	10.477621361613274	293974016	false(reach)	10.232479958	10.252559335902333	283029504	false(reach)	10.934198279	10.964916495606303	362377216	false(reach)	10.728471305	10.758318427950144	386392064	false(reach)	9.070577485	9.101043738424778	279867392
ssh/s3_clnt.blast.04_false-unreach-call.i.cil.c	false(reach)	10.939636518	10.969071017578244	361172992	false(reach)	11.044661198	11.07594657689333	382554112	false(reach)	9.281575878	9.320795143023133	292356096	false(reach)	10.265581402	10.292449964210391	297054208	false(reach)	9.582456022	9.616586056537926	300834816	false(reach)	10.989561821	11.011900550685823	339574784	false(reach)	10.652617972	10.676591366529465	362401792	false(reach)	8.849695937	8.872096749953926	280907776
ssh/s3_srvr.blast.01_false-unreach-call.i.cil.c	false(reach)	7.816721642	7.852432707324624	258555904	false(reach)	7.995336395	8.012153644114733	269840384	false(reach)	7.109949297	7.136232208460569	254599168	false(reach)	7.765810658	7.80029830429703	274411520	false(reach)	7.741423047	7.759252303279936	280285184	false(reach)	8.065199683	8.089421513490379	277889024	false(reach)	8.027758072	8.057678180746734	286142464	false(reach)	7.457066355	7.480287831276655	274788352
ssh/s3_srvr.blast.02_false-unreach-call.i.cil.c	false(reach)	7.782911916	7.811296441592276	278724608	false(reach)	7.85309618	7.873568343929946	277139456	false(reach)	7.017882542	7.039390394464135	264015872	false(reach)	7.404757	7.431214164942503	265891840	false(reach)	7.317444658	7.335716574452817	270077952	false(reach)	7.761503273	7.786565492860973	271245312	false(reach)	7.825884106	7.864831643179059	279744512	false(reach)	7.245606983	7.264530043117702	268849152
ssh/s3_srvr.blast.03_false-unreach-call.i.cil.c	false(reach)	7.774462722	7.798982135951519	274964480	false(reach)	7.668316469	7.6923244362697005	273018880	false(reach)	7.065252153	7.09149082377553	258703360	false(reach)	7.591425244	7.612287043593824	288030720	false(reach)	7.417912625	7.440367818810046	285536256	false(reach)	8.126313552	8.151964004151523	275791872	false(reach)	7.913603884	7.9376685451716185	276480000	false(reach)	7.182726539	7.204202143475413	268300288
ssh/s3_srvr.blast.04_false-unreach-call.i.cil.c	false(reach)	7.714678985	7.741275681182742	268369920	false(reach)	7.847319387	7.872974463738501	284082176	false(reach)	7.121702836	7.156399489380419	270127104	false(reach)	7.556940387	7.596046374179423	280862720	false(reach)	7.412776	7.43607734516263	290869248	false(reach)	7.737336346	7.764581915922463	276324352	false(reach)	7.647179064	7.668270315043628	264814592	false(reach)	7.216882445	7.236798340454698	266334208
ssh/s3_srvr.blast.06_false-unreach-call.i.cil.c	false(reach)	16.197244962	16.226369709707797	434323456	false(reach)	16.051093159	16.077901140786707	451641344	false(reach)	12.83883971	12.865320735611022	372342784	false(reach)	12.450737497	12.47477200254798	349437952	false(reach)	12.314879518	12.345610465854406	367058944	false(reach)	16.113855751	16.14375569485128	454909952	false(reach)	16.194646802	16.210183459334075	486154240	false(reach)	12.462740387	12.480727938003838	359313408
ssh/s3_srvr.blast.07_false-unreach-call.i.cil.c	false(reach)	13.390407101	13.417294541373849	378822656	false(reach)	13.13950951	13.158091141842306	382590976	false(reach)	10.662126372	10.684962820261717	370900992	false(reach)	12.752104959	12.769482677802444	360923136	false(reach)	13.473701777	13.49335227906704	372535296	false(reach)	12.953689307	12.972920642234385	394055680	false(reach)	12.94498921	12.971159491688013	381988864	false(reach)	11.058752266	11.076275621540844	348991488
ssh/s3_srvr.blast.08_false-unreach-call.i.cil.c	false(reach)	56.659237258	56.68439403548837	1361399808	false(reach)	54.96564483	54.98919887188822	1226027008	false(reach)	36.318787554	36.34666630811989	1162756096	false(reach)	21.78436175	21.801926570944488	461983744	false(reach)	29.245435407	29.270927760750055	706666496	false(reach)	67.409902759	67.42766733467579	1451872256	false(reach)	62.993483504	63.02098379097879	1354330112	false(reach)	35.883329126	35.902332103811204	1158934528
ssh/s3_srvr.blast.09_false-unreach-call.i.cil.c	false(reach)	13.53930936	13.563592980615795	347979776	false(reach)	13.034367214	13.063446868211031	395816960	false(reach)	10.864514802	10.879973620176315	355192832	false(reach)	12.744579904	12.765436535701156	357543936	false(reach)	13.411581081	13.439760415814817	364875776	false(reach)	13.784294386	13.807705257087946	400277504	false(reach)	14.34393921	14.371643325313926	396902400	false(reach)	11.634089017	11.65868971310556	374136832
ssh/s3_srvr.blast.10_false-unreach-call.i.cil.c	false(reach)	56.021332363	56.058715608902276	1213513728	false(reach)	56.860677999	56.88325102441013	1348976640	false(reach)	40.951712575	40.96320974174887	1283584000	false(reach)	31.44252123	31.470238933339715	643756032	false(reach)	28.72596633	28.74253983888775	750178304	false(reach)	60.841998874	60.8614783519879	1383829504	false(reach)	51.565851085	51.59940945729613	1216839680	false(reach)	41.074906727	41.09604430478066	1338703872
ssh/s3_srvr.blast.11_false-unreach-call.i.cil.c	false(reach)	9.73954015	9.776586621068418	280973312	false(reach)	10.045249163	10.070826324634254	288378880	false(reach)	8.736739046	8.75420993193984	294277120	false(reach)	8.629278368	8.652000774629414	280875008	false(reach)	9.891785994	9.908656870946288	295374848	false(reach)	9.961776843	9.985959695652127	284946432	false(reach)	9.854033144	9.878843230195343	301846528	false(reach)	8.833034392	8.85620116814971	277544960
ssh/s3_srvr.blast.12_false-unreach-call.i.cil.c	false(reach)	16.201858353	16.225258325226605	413593600	false(reach)	16.044284394	16.073681426234543	475774976	false(reach)	12.239325974	12.255096568726003	364097536	false(reach)	13.565246288	13.582101538777351	363974656	false(reach)	11.430644151	11.447737822309136	305876992	false(reach)	15.941479169	15.961891720071435	463757312	false(reach)	15.91971386	15.945964585058391	460845056	false(reach)	12.933229904	12.952613371424377	390737920
ssh/s3_srvr.blast.13_false-unreach-call.i.cil.c	false(reach)	13.464062081	13.485296342521906	386109440	false(reach)	13.307161946	13.333079899661243	362082304	false(reach)	10.565429531	10.582019519992173	353734656	false(reach)	12.168819487	12.190893940627575	363900928	false(reach)	12.636790855	12.659139138646424	354230272	false(reach)	13.82046952	13.841725321486592	406159360	false(reach)	13.736125935	13.748995371162891	394477568	false(reach)	11.450157711	11.4813136998564	358670336
ssh/s3_srvr.blast.14_false-unreach-call.i.cil.c	false(reach)	15.820123548	15.845334296114743	451870720	false(reach)	15.074474489	15.097169809043407	435666944	false(reach)	11.406698163	11.431140610016882	365383680	false(reach)	12.04253154	12.068644314073026	362471424	false(reach)	12.947478055	12.969241911545396	355876864	false(reach)	17.170162767	17.187069836072624	495489024	false(reach)	17.547354232	17.563549769110978	496918528	false(reach)	12.704077566	12.737591175362468	500846592
