NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
1362,187,70,16.29,1,,,44
996,187,70,10.49,1,,,37
3875,188,70,30.36,0,,,158
4368,187,70,27.16,1,,,223
3697,172,62,30.37,0,,,153
2110,187,70,16.94,1,,,61
1371,187,70,15.83,1,,,65
2205,187,70,18.51,1,,,72
2387,187,70,19.98,1,,,110
4918,187,70,30.33,0,,,178
2262,187,70,22.21,1,,,56
1151,187,70,12.73,1,,,43
2264,187,70,15.76,1,,,71
1362,187,70,16.05,1,,,44
1427,187,70,14.51,1,,,52
2205,187,70,17.72,1,,,72
1362,187,70,16.82,1,,,44
1964,187,70,17.64,1,,,68
3484,188,70,30.34,0,,,149
2369,187,70,17.38,1,,,88
1002,187,70,10.57,1,,,37
1362,187,70,15.92,1,,,44
2262,187,70,21.24,1,,,56
1362,187,70,16.52,1,,,44
1661,187,70,14.46,1,,,49
1891,187,70,17.15,1,,,79
2262,187,70,22.04,1,,,56
1362,187,70,15.87,1,,,44
2264,187,70,15.15,1,,,71
2344,187,70,21.64,1,,,61
