NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
727,310,192,153.72,1,,,61
976,310,192,311.5,1,,,60
976,310,192,305.84,1,,,60
976,310,192,315.82,1,,,60
727,310,192,155.99,1,,,61
1072,310,192,51.41,1,,,63
287,311,192,30.32,0,,,40
867,310,192,201.67,1,,,93
287,311,192,30.35,0,,,40
804,310,192,247.43,1,,,61
677,310,192,139.45,1,,,50
993,310,192,215.39,1,,,51
1072,310,192,53.9,1,,,63
812,310,192,246.4,1,,,63
727,310,192,151.41,1,,,61
826,310,192,126.39,1,,,37
428,311,192,900.26,0,,,41
867,310,192,203.54,1,,,93
812,310,192,253.55,1,,,63
757,310,192,86.22,1,,,57
727,310,192,151.02,1,,,61
249,311,192,30.35,0,,,36
976,310,192,309.97,1,,,60
727,310,192,153.94,1,,,61
727,310,192,150.71,1,,,61
727,310,192,152.49,1,,,61
1072,310,192,52.25,1,,,63
975,310,192,321.59,1,,,47
727,310,192,149.9,1,,,61
249,311,192,30.35,0,,,36
