NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
2303,252,86,30.33,0,,,42
2663,256,86,30.36,0,,,142
3174,259,86,30.34,0,,,172
3853,258,86,30.33,0,,,154
3672,254,86,30.33,0,,,101
2336,257,86,30.35,0,,,87
3239,220,72,30.35,0,,,173
2089,261,86,30.33,0,,,41
3603,254,86,30.35,0,,,98
2089,261,86,30.34,0,,,41
2404,33,0,30.33,0,,,88
3778,256,86,30.34,0,,,128
2738,255,86,30.36,0,,,77
3239,214,72,30.35,0,,,173
2794,259,86,30.36,0,,,75
2303,252,86,30.34,0,,,42
3175,258,86,30.36,0,,,172
3672,254,86,30.34,0,,,101
3768,247,80,30.29,0,,,155
2521,216,72,30.36,0,,,62
2879,258,86,30.34,0,,,151
3549,247,80,30.32,0,,,150
3603,254,86,30.34,0,,,98
2303,191,66,30.36,0,,,42
1514,259,86,30.32,0,,,40
3031,258,86,30.37,0,,,169
3239,214,72,30.33,0,,,173
2089,261,86,30.32,0,,,41
3893,256,86,30.36,0,,,252
1452,259,86,30.35,0,,,39
