NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
2231,415,186,30.33,0,,,45
1182,474,220,30.34,0,,,35
1775,434,188,30.37,0,,,48
4712,426,206,30.33,0,,,31
1108,471,220,30.35,0,,,23
2366,477,220,30.27,0,,,63
2030,479,220,30.35,0,,,59
1779,479,220,30.38,0,,,50
1622,418,186,30.36,0,,,46
1991,467,220,30.35,0,,,84
2639,418,186,30.35,0,,,62
2186,418,186,30.37,0,,,43
1296,416,186,30.4,0,,,42
3067,465,220,30.36,0,,,36
999,471,220,30.33,0,,,23
2030,477,220,30.34,0,,,58
2231,461,216,30.35,0,,,45
1199,471,220,30.35,0,,,24
1322,472,220,30.35,0,,,25
2366,479,220,30.34,0,,,64
4958,233,114,30.35,0,,,32
1775,447,192,30.35,0,,,48
1955,406,186,30.33,0,,,56
1755,477,220,30.38,0,,,49
1687,471,220,30.38,0,,,24
1950,418,186,30.34,0,,,51
1108,471,220,30.33,0,,,23
1435,477,220,30.32,0,,,35
4958,426,206,30.33,0,,,32
1247,418,186,30.34,0,,,41
