NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
0,95,68,1.65,1,,,1
0,95,68,1.63,1,,,1
0,95,68,1.72,1,,,1
0,95,68,1.75,1,,,1
0,95,68,1.88,1,,,1
0,95,68,1.7,1,,,1
0,95,68,1.69,1,,,1
0,95,68,1.72,1,,,1
0,95,68,1.67,1,,,1
0,95,68,1.65,1,,,1
0,95,68,1.59,1,,,1
0,95,68,1.73,1,,,1
0,95,68,1.67,1,,,1
0,95,68,1.71,1,,,1
0,95,68,1.61,1,,,1
0,95,68,1.63,1,,,1
0,95,68,1.88,1,,,1
0,95,68,1.74,1,,,1
0,95,68,1.69,1,,,1
0,95,68,1.64,1,,,1
0,95,68,1.78,1,,,1
0,95,68,1.75,1,,,1
0,95,68,1.78,1,,,1
0,95,68,1.79,1,,,1
0,95,68,1.67,1,,,1
0,95,68,1.7,1,,,1
0,95,68,1.79,1,,,1
0,95,68,1.66,1,,,1
0,95,68,1.83,1,,,1
0,95,68,1.69,1,,,1
