NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
0,127,92,1.91,1,,,1
0,127,92,1.82,1,,,1
0,127,92,1.87,1,,,1
0,127,92,1.85,1,,,1
0,127,92,1.91,1,,,1
0,127,92,1.99,1,,,1
0,127,92,2.04,1,,,1
0,127,92,1.83,1,,,1
0,127,92,1.92,1,,,1
0,127,92,1.79,1,,,1
0,127,92,1.92,1,,,1
0,127,92,1.81,1,,,1
0,127,92,1.93,1,,,1
0,127,92,2.05,1,,,1
0,127,92,1.83,1,,,1
0,127,92,1.72,1,,,1
0,127,92,1.97,1,,,1
0,127,92,1.78,1,,,1
0,127,92,1.78,1,,,1
0,127,92,2.01,1,,,1
0,127,92,1.93,1,,,1
0,127,92,2.08,1,,,1
0,127,92,1.77,1,,,1
0,127,92,1.76,1,,,1
0,127,92,2.0,1,,,1
0,127,92,1.99,1,,,1
0,127,92,1.86,1,,,1
0,127,92,1.93,1,,,1
0,127,92,2.0,1,,,1
0,127,92,1.75,1,,,1
