NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
440,747,152,30.18,0,,,293
1137,928,186,30.08,0,,,366
505,1225,314,30.16,0,,,284
505,1176,294,30.13,0,,,283
444,1232,324,29.83,0,,,256
649,1251,326,30.28,0,,,68
406,1217,322,29.63,0,,,85
975,553,54,30.07,0,,,319
505,1272,330,30.11,0,,,130
976,1254,330,29.99,0,,,64
997,928,186,30.11,0,,,327
754,1153,290,30.09,0,,,257
317,1235,316,30.02,0,,,225
757,948,230,30.01,0,,,85
923,655,98,29.89,0,,,302
348,1236,316,30.05,0,,,246
600,1377,362,30.04,0,,,202
987,962,230,30.08,0,,,310
765,927,206,30.07,0,,,313
990,687,116,30.05,0,,,323
1068,888,192,30.06,0,,,285
485,1273,330,30.05,0,,,121
722,1224,314,30.1,0,,,120
464,1210,312,29.97,0,,,110
997,1163,290,30.07,0,,,313
746,1077,248,30.2,0,,,258
425,1235,318,30.06,0,,,244
343,1236,316,30.01,0,,,240
959,930,186,30.04,0,,,315
832,553,54,29.85,0,,,273
