NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
348,19,12,7.83,1,,,22
348,19,12,8.62,1,,,22
338,19,12,6.89,1,,,21
348,19,12,8.15,1,,,22
348,19,12,8.15,1,,,22
348,19,12,8.1,1,,,22
338,19,12,6.65,1,,,21
348,19,12,8.36,1,,,22
348,19,12,8.42,1,,,22
348,19,12,7.76,1,,,22
348,19,12,8.56,1,,,22
348,19,12,7.99,1,,,22
348,19,12,9.11,1,,,22
348,19,12,7.87,1,,,22
348,19,12,9.13,1,,,22
348,19,12,8.56,1,,,22
338,19,12,7.04,1,,,21
348,19,12,8.1,1,,,22
338,19,12,6.58,1,,,21
338,19,12,6.82,1,,,21
348,19,12,8.5,1,,,22
338,19,12,6.84,1,,,21
348,19,12,8.3,1,,,22
348,19,12,8.23,1,,,22
348,19,12,8.88,1,,,22
348,19,12,8.17,1,,,22
348,19,12,8.86,1,,,22
348,19,12,7.99,1,,,22
348,19,12,8.09,1,,,22
348,19,12,8.19,1,,,22
