NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
348,19,12,8.01,1,,,22
348,19,12,8.4,1,,,22
338,19,12,6.8,1,,,21
348,19,12,7.94,1,,,22
348,19,12,8.04,1,,,22
348,19,12,8.1,1,,,22
338,19,12,6.71,1,,,21
348,19,12,8.33,1,,,22
348,19,12,8.38,1,,,22
348,19,12,7.72,1,,,22
348,19,12,8.65,1,,,22
348,19,12,8.02,1,,,22
348,19,12,8.71,1,,,22
348,19,12,7.87,1,,,22
348,19,12,8.92,1,,,22
348,19,12,8.74,1,,,22
338,19,12,7.21,1,,,21
348,19,12,8.01,1,,,22
338,19,12,6.57,1,,,21
338,19,12,6.88,1,,,21
348,19,12,8.7,1,,,22
338,19,12,6.93,1,,,21
348,19,12,7.95,1,,,22
348,19,12,8.35,1,,,22
348,19,12,8.75,1,,,22
348,19,12,8.26,1,,,22
348,19,12,8.66,1,,,22
348,19,12,8.13,1,,,22
348,19,12,8.2,1,,,22
348,19,12,8.22,1,,,22
